Date	Flow_influent_[m3/d]	Flow_to_bio_[m3/d]	Flow_out_[m3/d]	SS_influent_[mg/l]	VSS_influent_[mg/l]	COD_influent_[mg/l]	COD_influent_filtered_[mg/l]	BOD5_influent_[mg/l]	N_tot_influent_[mg/l]	NH4_N_influent_[mg/l]	P_tot_influent_[mg/l]	PO4_P_influent_[mg/l]	pH_[-]	SS_influent_to_bio_[mg/l]	VSS_influent_to_bio_[mg/l]	COD_influent_to_bio_[mg/l]	COD_influent_filtered_to_bio_[mg/l]	BOD5_influent_to_bio_[mg/l]	N_tot_influent_to_bio_[mg/l]	NH4_N_influent_to_bio_[mg/l]	P_tot_influent_to_bio_[mg/l]	PO4_P_influent_to_bio_[mg/l]	SS_Line_1_[mg/l]	VSS_Line_1_[mg/l]	COD_Line_1_[mg/l]	SV_Line_1_[ml/l]	SVI_Line_1_[ml/g]	DSV_Line_1_[ml/l]	DSVI_Line_1_[ml/g]	SS_Line_2_[mg/l]	VSS_Line_2_[mg/l]	COD_Line_2_[mg/l]	SV_Line_2_[ml/l]	SVI_Line_2_[ml/g]	DSV_Line_2_[ml/l]	DSVI_Line_2_[ml/g]	SS_Line_3_[mg/l]	VSS_Line_3_[mg/l]	COD_Line_3_[mg/l]	SV_Line_3_[ml/l]	SVI_Line_3_[ml/g]	DSV_Line_3_[ml/l]	DSVI_Line_3_[ml/g]	SS_Line_4_[mg/l]	VSS_Line_4_[mg/l]	COD_Line_4_[mg/l]	SV_Line_4_[ml/l]	SVI_Line_4_[ml/g]	DSV_Line_4_[ml/l]	DSVI_Line_4_[ml/g]	SS_RAS_1_[g/l]	SS_RAS_2_[g/l]	SS_RAS_3_[g/l]	SS_RAS_4_[g/l]	Total_SRT_Line_1_[d]	Aerobic_SRT_Line_1_[d]	Total_SRT_Line_2_[d]	Aerobic_SRT_Line_2_[d]	Total_SRT_Line_3_[d]	Aerobic_SRT_Line_3_[d]	Total_SRT_Line_4_[d]	Aerobic_SRT_Line_4_[d]	DO_Line_1_setpoint_[mg/l]	DO_Line_1_value_[mg/l]	DO_Line_2_setpoint_[mg/l]	DO_Line_2_value_[mg/l]	DO_Line_3_setpoint_[mg/l]	DO_Line_3_value_[mg/l]	DO_Line_4_setpoint_[mg/l]	DO_Line_4_value_[mg/l]	Fe_to_bio_L1_[l/h]	Fe_to_bio_L2_[l/h]	Fe_to_bio_L3_[l/h]	Fe_to_bio_L4_[l/h]	SS_out_[mg/l]	VSS_out_[mg/l]	COD_out_[mg/l]	COD_filtered_out_[mg/l]	BOD_out_[mg/l]	N_tot_out_[mg/l]	NH4_N_out_[mg/l]	NO3_N_out_[mg/l]	P_tot_out_[mg/l]	PO4_P_out_[mg/l]	Temperature_[C]	Var.87
09-10-2018	53750	49698	47327	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	16,265972	13,3061111	17,245972	13,031389	358,867361	192,1075	45,207917	23,527361	30,178472	17,233056	30,178472	23,896528	1,631875	1,0765288	1,3188654	1,1259974	1,253184	0,7914583	1,209281	0,5761806	48,641111	58,03388889	24,129444	28,23736111	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
10-10-2018	59105	50311	48107	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	17,529306	13,4019444	16,372083	13,152361	369,3175	197,050417	37,23	19,245139	23,690278	13,588056	23,690278	19,066528	1,5791436	1,0250686	1,3458777	1,145045	1,2316555	0,7899306	1,2568922	0,6034722	40,819444	46,60375	10,61625	11,95875	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
11-10-2018	52127	50640	48472	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	3470	  NA	  NA	440	126,80115	90	90	4200	  NA	  NA	710	169,04762	90	90	2490	  NA	  NA	360	144,57831	110	110	3810	  NA	  NA	830	217,84777	120	120	14,134306	12,8326389	17,441389	13,038056	331,437778	176,842083	31,625556	16,307778	19,300278	11,191528	19,300278	15,975833	1,5329082	0,8878428	1,2790404	1,0833132	1,1604308	0,7714583	1,2463061	0,5596528	34,363333	32,30125	3,333889	4,04027778	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
12-10-2018	47878	50268	47494	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	14,3275	12,9822222	17,518194	13,01375	147,630556	79,269028	27,293056	14,152361	16,625972	9,773611	16,625972	13,59	1,5222938	0,882208	1,2985621	1,1163366	1,181	0,7961111	1,2304762	0,5586111	13,696111	14,52361111	2,091667	2,43861111	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
13-10-2018	41934	47055	44632	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	15,056944	12,8091667	17,550139	13,016944	79,979028	42,78625	23,483889	12,143056	14,269583	8,4475	14,269583	11,564444	1,3994528	0,8862534	1,2290885	1,071686	1,1484625	0,7372917	1,2183499	0,5719444	13,790278	13,87402778	4,912917	5,98138889	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
14-10-2018	41935	46495	44308	365	322	926	239	439	60,4	46,02	10,6	5,55	7,95	127	108	418	172	270	61,1	46,67	9,6	6,48	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	16,301944	13,7806944	17,009722	12,86875	55,570417	29,419583	20,982639	10,734028	12,775833	7,526806	12,775833	10,029306	1,3788158	1,058894	1,2572433	1,1392338	1,1047088	0,7300694	1,2262918	0,5031944	36,049444	37,56597222	15,894861	19,25930556	3,7	2,2	28,9	27,5	1,4	4,74	0,77	2,51	0,55	0,42	18,5	
15-10-2018	43169	46727	44750	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	16,146806	13,6240278	16,625833	13,418056	42,597083	22,584861	19,706806	10,026111	12,510139	7,356944	12,510139	8,901528	1,4581363	0,8626852	1,3062323	1,0796296	1,1606061	0,7263889	1,2539359	0,538125	34,516806	35,97708333	6,099583	7,33111111	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
16-10-2018	47767	49943	48560	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	17,776389	13,7370833	16,152222	12,746667	36,160556	18,947639	19,351111	9,746111	13,189306	7,734722	13,189306	8,996667	1,5627845	0,9637432	1,2726817	1,1742206	1,1718866	0,729375	1,3194053	0,5147917	50,540556	52,98736111	19,993889	22,41513889	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
17-10-2018	46853	47554	45171	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	18,288472	14,7988889	16,080278	14,455972	35,793611	18,582361	20,618056	10,319583	14,735278	8,599861	14,735278	9,520694	1,5860993	0,9706581	1,347151	1,1521031	1,1281473	0,7563889	1,3387009	0,5284028	41,366667	42,01972222	9,285556	10,76763889	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
18-10-2018	41641	45559	43215	480	440	1100	360	721	83	59	12	5,87	7,77	135	116	551	295	366	66,7	54,6	10,4	7,19	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	16,999861	15,7972222	17,282083	13,463194	29,735139	15,335	19,795278	9,866944	15,327917	8,883472	15,327917	9,523611	1,3953368	0,9162332	1,3110276	1,1624851	1,053526	0,7277083	1,2622047	0,575	66,88	63,66152778	13,560278	16,425	5,7	3,8	32	31	2	4,6	1,3	2,2	0,57	0,39	18,4	
19-10-2018	41112	44782	42339	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	18,118333	15,2879167	16,232222	13,533472	23,966111	12,477083	18,400694	9,333056	15,629306	9,112917	15,629306	9,268472	1,4600529	0,9619048	1,2740602	1,1217233	1,0505998	0,7415972	1,203268	0,5739583	64,772083	70,62277778	6,400417	7,66736111	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
20-10-2018	39715	42702	40280	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	18,0775	14,7611111	15,502083	13,458472	19,83375	10,36375	17,228056	8,867639	15,818472	9,273056	15,818472	9,056667	1,535124	1,0064007	1,2833997	1,1617315	1,081295	0,70625	1,2168675	0,5941667	58,670556	58,09652778	9,0975	11,16444444	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
21-10-2018	39955	43798	41055	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	19,417083	14,0986111	14,012639	13,820833	16,56125	8,636528	16,172639	8,373333	16,031667	9,395694	16,031667	8,750694	1,6397399	1,0326248	1,3209055	1,165125	1,1594397	0,7291667	1,232133	0,4600694	11,495139	12,37569444	4,296111	5,22194444	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
22-10-2018	48095	54306	50501	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	20,345	14,8909722	12,902222	13,859861	14,115694	7,272083	15,136667	7,782917	15,723194	9,145972	15,723194	8,527639	1,7645074	1,1526364	1,3765721	1,2274556	1,3048368	0,8128472	1,2948052	0,5409028	8,238333	8,91138889	22,833056	27,26819444	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
23-10-2018	100723	113004	108322	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	18,633333	12,9258333	11,569583	15,069444	12,672639	6,514444	14,552778	7,528889	16,039167	9,284722	16,039167	8,5	1,8243182	1,2259031	1,3961224	1,2371371	1,4653805	0,9261111	1,4100223	0,7152083	2,490417	2,59263889	12,562083	13,08875	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
24-10-2018	58838	69030	65175	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	2210	  NA	  NA	230	104,0724	80	80	2870	  NA	  NA	280	97,56098	90	90	2380	  NA	  NA	270	113,44538	110	110	2710	  NA	  NA	330	121,77122	100	100	19,946389	14,4608333	12,964861	17,720833	11,92	6,185417	14,203056	7,537361	16,468056	9,633056	16,468056	8,38625	1,7428937	1,2180668	1,3456573	1,2125141	1,2926374	0,8725	1,3558603	0,6691667	2,005139	2,25708333	3,00125	3,00277778	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
25-10-2018	42474	45295	42885	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	20,005139	13,9533333	11,251111	17,215139	11,397778	5,941667	14,00625	7,596944	16,778194	9,945	16,778194	8,317917	1,719305	1,1436557	1,3682409	1,1977169	1,2956472	0,8420833	1,3125448	0,6679861	16,730694	19,23416667	45,018611	46,35597222	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
26-10-2018	67443	77385	74773	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	19,415833	13,6925	11,309028	15,727917	10,669583	5,604861	13,619444	7,493056	16,69875	9,97	16,69875	8,153472	1,7158011	1,290493	1,4007121	1,2435167	1,3674812	1,0697222	1,3694758	0,8004167	6,040139	9,57138889	42,801111	44,14902778	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
27-10-2018	48036	54364	52555	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	19,718611	15,1370833	12,409167	15,299167	9,698472	5,174028	12,453472	7,005417	15,469444	9,380139	15,469444	7,702083	1,9661082	1,3123468	1,3746988	1,2306165	1,4692875	0,9204167	1,3714982	0,6209722	12,724167	14,52347222	23,251944	27,18972222	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
28-10-2018	51787	59360	56463	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	19,728472	13,3518056	9,892361	15,370139	9,562222	5,105833	12,664028	7,258472	15,789583	9,605278	15,789583	7,925833	1,8828982	1,2347673	1,3391041	1,1718679	1,4432309	0,977886	1,2814724	0,7004868	20,905	24,04180556	30,115278	30,48375	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
29-10-2018	47469	53350	51826	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	18,944861	15,0180556	12,185972	16,677917	9,795139	5,239028	13,188889	7,60625	16,356667	9,923611	16,356667	8,145972	1,9325549	1,2152866	1,3658564	1,2838675	1,4782828	0,9045139	1,3653302	0,6940278	14,866667	16,72972222	36,520556	39,66083333	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
30-10-2018	74764	79440	76072	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	20,810833	15,7433333	13,281389	14,413472	10,228889	5,470417	13,482917	7,850694	16,775417	10,107222	16,775417	8,46	1,7937363	1,1412478	1,4242515	1,2073705	1,458392	0,9889583	1,3894033	0,7159028	33,736667	35,68847222	65,164167	76,61041667	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
31-10-2018	61953	62893	60530	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	20,668889	15,7976389	15,074444	14,021111	10,768611	5,899306	13,702778	8,195139	16,866389	10,3075	16,866389	9,136389	1,9534643	1,4758454	1,4125595	1,3292237	1,47852	1,0877778	1,3328798	0,7181944	30,327917	32,11402778	34,980278	37,82708333	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
01-11-2018	48049	53061	53045	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	19,250556	16,1145833	15,487361	12,569583	11,764444	6,635	13,906944	8,607222	16,737917	10,4	16,737917	10,129722	1,7519016	1,2834192	1,3925773	1,284714	1,4294	1,0761806	0,9784633	1,2270833	22,989306	24,33666667	11,639028	3,91875	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
02-11-2018	46928	51978	47753	520	450	1100	290	620	80	57	11	6,23	7,74	145	118	359	150	299	62,9	45,76	10,3	5,89	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	20,120556	17,3833333	16,590278	9,824722	15,350417	8,884444	14,452917	9,300139	16,325139	10,437083	16,325139	15,261944	1,9822272	1,4031489	1,4416014	1,3675424	1,4695691	1,1941667	1,052186	1,6454167	36,130694	38,17791667	10,153889	5,47986111	6,2	4,4	31	27	2	14	3,4	11	0,62	0,45	15,6	
03-11-2018	43089	47761	45889	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	16,509444	16,6522222	14,995	15,824306	19,2125	11,477361	14,480556	9,869444	16,251667	10,838889	16,251667	18,870556	1,5139614	1,0602431	1,4099785	1,2918304	1,4896752	0,9646528	1,3077388	0,7558333	69,753056	63,38444444	29,853333	32,45180556	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
04-11-2018	44136	48100	45890	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	17,174861	15,6731944	13,336111	13,944028	23,239583	14,224722	14,933333	10,284722	17,8825	12,008333	17,8825	17,895972	1,2235995	0,9282551	1,3810304	1,3056793	1,4602959	0,9323611	1,3544444	0,6772917	16,605139	17,84680556	3,752083	4,615	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
05-11-2018	46309	50901	49261	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	17,326806	15,6306944	13,314861	13,021667	26,060833	15,671528	15,778194	10,641806	20,069306	13,080556	20,069306	17,171528	1,3126263	0,9300273	1,38903	1,2417031	1,4484061	0,93625	1,2851169	0,6713889	6,3925	6,38888889	12,612222	15,07611111	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
06-11-2018	45773	50546	49565	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	18,017083	15,1654167	12,797778	13,233056	28,330139	16,620278	17,978611	11,735972	23,830278	15,073889	23,830278	17,309861	1,2128538	0,8664063	1,3903869	1,2306769	1,389229	0,9072917	1,2469435	0,6895139	16,082778	16,68402778	40,575972	51,7225	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
07-11-2018	45369	50199	48604	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	2940	  NA	  NA	170	57,82313	60	60	2260	  NA	  NA	180	79,64602	80	80	2040	  NA	  NA	280	137,2549	100	100	3930	  NA	  NA	650	165,3944	100	100	18,302917	15,1068056	13,539028	13,290278	29,389167	17,379722	24,391944	15,574167	33,819861	20,989861	33,819861	16,889167	1,2956078	0,9031332	1,4023279	1,1916062	1,3067347	0,8625	1,292418	0,6725	10,937917	11,49013889	26,562639	33,89333333	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
08-11-2018	51567	49361	48120	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	18,234583	14,6431944	14,088056	12,820556	28,101667	16,901111	34,674861	21,448194	49,600556	30,035278	49,600556	18,557778	1,162487	0,9539587	1,3363535	1,2356257	1,1795316	0,8354861	1,262103	0,7247917	23,323472	24,09180556	29,248194	41,28555556	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
09-11-2018	43320	47415	45867	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	18,148472	14,1795833	14,737778	12,965139	25,441389	15,487083	55,874722	34,099861	74,503472	46,175972	74,503472	23,262778	1,1241379	0,8850655	1,3286822	1,2144385	1,1351522	0,8484722	1,2180667	0,6705556	11,324028	12,11236111	13,576667	18,09486111	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
10-11-2018	42811	46108	44343	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	17,782639	15,6040278	14,722083	13,020139	23,034722	14,184583	132,518472	80,894444	170,51125	108,124444	170,51125	23,362639	1,1225513	0,8945471	1,299186	1,1962678	1,1271038	0,8338194	1,1806604	0,6704167	34,090417	34,05027778	32,682361	42,59847222	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
