Date	Flow_influent_[m3/d]	Flow_to_bio_[m3/d]	Flow_out_[m3/d]	SS_influent_[mg/l]	VSS_influent_[mg/l]	COD_influent_[mg/l]	COD_influent_filtered_[mg/l]	BOD5_influent_[mg/l]	N_tot_influent_[mg/l]	NH4_N_influent_[mg/l]	P_tot_influent_[mg/l]	PO4_P_influent_[mg/l]	pH_[-]	SS_influent_to_bio_[mg/l]	VSS_influent_to_bio_[mg/l]	COD_influent_to_bio_[mg/l]	COD_influent_filtered_to_bio_[mg/l]	BOD5_influent_to_bio_[mg/l]	N_tot_influent_to_bio_[mg/l]	NH4_N_influent_to_bio_[mg/l]	P_tot_influent_to_bio_[mg/l]	PO4_P_influent_to_bio_[mg/l]	SS_Line_1_[mg/l]	VSS_Line_1_[mg/l]	COD_Line_1_[mg/l]	SV_Line_1_[ml/l]	SVI_Line_1_[ml/g]	DSV_Line_1_[ml/l]	DSVI_Line_1_[ml/g]	SS_Line_2_[mg/l]	VSS_Line_2_[mg/l]	COD_Line_2_[mg/l]	SV_Line_2_[ml/l]	SVI_Line_2_[ml/g]	DSV_Line_2_[ml/l]	DSVI_Line_2_[ml/g]	SS_Line_3_[mg/l]	VSS_Line_3_[mg/l]	COD_Line_3_[mg/l]	SV_Line_3_[ml/l]	SVI_Line_3_[ml/g]	DSV_Line_3_[ml/l]	DSVI_Line_3_[ml/g]	SS_Line_4_[mg/l]	VSS_Line_4_[mg/l]	COD_Line_4_[mg/l]	SV_Line_4_[ml/l]	SVI_Line_4_[ml/g]	DSV_Line_4_[ml/l]	DSVI_Line_4_[ml/g]	SS_RAS_1_[g/l]	SS_RAS_2_[g/l]	SS_RAS_3_[g/l]	SS_RAS_4_[g/l]	Total_SRT_Line_1_[d]	Aerobic_SRT_Line_1_[d]	Total_SRT_Line_2_[d]	Aerobic_SRT_Line_2_[d]	Total_SRT_Line_3_[d]	Aerobic_SRT_Line_3_[d]	Total_SRT_Line_4_[d]	Aerobic_SRT_Line_4_[d]	DO_Line_1_setpoint_[mg/l]	DO_Line_1_value_[mg/l]	DO_Line_2_setpoint_[mg/l]	DO_Line_2_value_[mg/l]	DO_Line_3_setpoint_[mg/l]	DO_Line_3_value_[mg/l]	DO_Line_4_setpoint_[mg/l]	DO_Line_4_value_[mg/l]	Fe_to_bio_L1_[l/h]	Fe_to_bio_L2_[l/h]	Fe_to_bio_L3_[l/h]	Fe_to_bio_L4_[l/h]	SS_out_[mg/l]	VSS_out_[mg/l]	COD_out_[mg/l]	COD_filtered_out_[mg/l]	BOD_out_[mg/l]	N_tot_out_[mg/l]	NH4_N_out_[mg/l]	NO3_N_out_[mg/l]	P_tot_out_[mg/l]	PO4_P_out_[mg/l]	Temperature_[C]	Var.87
27-04-2017	60492	62927	60729	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	14,544028	14,5477778	15,9125	15,9125	18,778889	10,490278	11,676806	6,94875	8,857778	4,8	8,857778	3,44	0,9836506	1,3248904	1,1735363	1,2464363	0,8409774	0,7144493	1,0129073	0,5616889	12,307222	14,71388889	5,503472	5,58194444	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
28-04-2017	72784	80328	76532	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	15,0675	15,06875	16,018056	16,018056	18,57125	10,733056	11,511528	6,829722	8,712639	4,8	8,712639	3,833472	1,0175026	1,4478	1,2164916	1,345992	0,9225248	0,6317052	1,2625	0,4961644	2,061944	2,48805556	2,167778	2,18847222	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
29-04-2017	146193	142770	140437	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	15,308333	15,2977778	12,280417	12,280417	18,733056	11,44125	11,6725	7,152083	8,575556	4,762222	8,575556	4,673333	1,3412983	1,1393987	1,3364023	1,0170953	1,2681241	0,607178	1,094382	0,6598826	64,509722	71,89777778	64,673194	32,84847222	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
30-04-2017	107092	99484	97201	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	11,653611	11,6509722	9,360972	9,360972	18,985	12,029306	11,686528	7,323194	8,527083	4,791944	8,527083	5,069306	1,4463487	1,2016216	1,4538874	1,1127301	1,4423304	0,6893474	0,7662222	1,0136095	117,225	128,5997222	41,434583	19,84125	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
01-05-2017	100679	103460	99999	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	11,681667	11,6819444	13,290694	13,290694	20,098472	13,023472	12,367639	8,037778	8,72375	5,244306	8,72375	6,396389	1,1782881	1,0469555	1,3599818	1,0890173	1,2487179	0,7432432	0,6522317	1,5493043	32,558889	39,65916667	15,3675	7,13847222	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
02-05-2017	118842	109900	104410	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	12,039082	12,0354659	11,762309	11,762309	21,773574	14,352017	12,884423	8,425869	9,0758	6,042281	9,0758	7,006259	1,1062358	1,0541469	1,3045175	1,0334045	1,1611971	0,6741533	0,7853457	1,1485714	51,311944	59,63125	61,6625	49,67097222	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
03-05-2017	84934	85012	82577	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	11,696389	11,6920833	11,640556	11,640556	22,401389	15,045139	12,454583	8,206667	9,614583	7,091389	9,614583	6,845694	1,010221	1,5644612	1,1693333	1,127541	0,9138272	0,665984	0,9187654	0,5769648	38,938194	45,74902778	37,324722	37,64111111	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
04-05-2017	70940	73202	71056	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	13,817639	13,8343056	15,828194	15,828194	23,154306	15,706806	11,694167	7,645556	9,772361	7,299306	9,772361	5,689306	0,986867	1,7237347	1,1449588	1,3714712	0,9890717	0,683275	1,1025852	0,7959202	14,985278	20,03625	20,607917	20,61833333	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
05-05-2017	68793	72838	70212	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	14,985694	14,9990278	16,288611	16,28875	20,761389	14,468056	11,576528	7,569722	9,436667	6,919444	9,436667	5,444028	1,0504454	1,4665203	1,1379828	1,2426246	1,001968	0,6710106	1,0034956	0,7004344	2,22875	2,36125	2,024722	1,95722222	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
06-05-2017	62345	67422	64913	300	260	600	93	    NA	49	32	6,4	2,9	7,7	180	150	360	91	140	53	40	8,1	5	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	19,678889	19,7004167	15,964861	15,964861	17,562083	12,312361	11,019583	7,057083	9,08625	6,402917	9,08625	4,81375	1,026285	1,1835787	1,1227917	1,2446674	0,8341912	0,5862131	0,8805861	0,5748411	1,999028	3,06319444	2,043333	2,05416667	7,2	4,4	30	28	2,4	4	0,031	2,9	0,56	0,31	  NA	
07-05-2017	73830	78382	75991	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	23,412639	23,4325	15,827222	15,827222	13,662778	9,338889	10,525278	6,658889	9,087917	5,891528	9,087917	4,900694	1,089875	1,1027261	1,1043231	1,2380849	0,8271515	0,5573192	0,8322424	0,5861566	56,883194	66,95069444	59,114167	58,42083333	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
08-05-2017	65184	68851	66667	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	19,613333	19,6445833	15,376528	15,376528	11,121975	7,424757	9,768011	6,188873	8,756885	5,250487	8,756885	5,468428	1,1445415	1,1461283	1,211851	1,2167756	0,9491525	0,667471	0,9736077	0,6525483	79,426389	86,51833333	21,092083	20,04986111	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
09-05-2017	82408	86821	83692	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	4180	  NA	  NA	850	203,34928	90	90	3770	  NA	  NA	830	220,15915	130	130	4000	  NA	  NA	940	235	170	170	4280	  NA	  NA	840	196,26168	120	120	15,636161	15,6054242	16,29541	16,29541	10,65146	6,921697	9,156328	5,740473	8,592072	5,020862	8,592072	5,52573	0,8848347	1,156461	1,1366492	1,1968781	0,9210207	0,6437668	1,073633	0,708467	25,664583	29,32666667	13,003194	12,83805556	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
10-05-2017	77530	86001	83047	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	15,007222	15,0126389	15,709861	15,709861	11,900694	7,376944	8,864583	5,554167	8,74125	4,9	8,74125	5,940833	0,9367793	1,0171748	1,1482341	1,0734634	0,9876601	0,654028	1,0423749	0,6569177	5,457083	5,04513889	9,668472	9,73708333	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
11-05-2017	79189	86701	83698	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	14,919028	14,9225	15,980833	15,980833	14,414583	8,863611	8,906389	5,6	8,96125	4,989583	8,96125	6,750833	0,9507194	1,0110571	1,130929	1,2086134	0,896564	0,6261821	0,9156398	0,6367529	3,435972	3,26680556	2,03625	2,04916667	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
12-05-2017	64801	70482	67774	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	14,961389	14,9643056	16,018333	16,018333	18,7525	11,595	9,160278	5,780556	9,130278	5,122917	9,130278	7,535139	0,8448931	0,9683292	1,0996618	1,1487179	0,8542435	0,6123556	0,899877	0,5413418	2,000972	1,92958333	2,115417	2,15194444	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
13-05-2017	61333	66151	63797	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	14,9725	14,9686111	15,9925	15,9925	21,295556	13,011389	10,189028	6,404861	9,533472	5,336667	9,533472	8,09625	0,7796588	0,8637119	1,0831409	1,1714889	0,8056209	0,5392793	0,8839216	0,5493062	2,0025	1,90444444	2,015139	2,04347222	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
14-05-2017	59383	64558	62017	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	14,965417	14,9683333	15,965972	15,965972	19,087639	11,228333	11,2725	7,052222	9,9625	5,4	9,9625	9,162639	0,8024828	0,8782313	1,1124396	1,2281564	0,7791237	0,5802679	0,8014175	0,4886467	2,008611	1,96027778	2,009722	2,06555556	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
15-05-2017	58436	67104	65083	390	330	710	150	    NA	55	39	8,7	4,1	7,6	130	110	370	130	140	55	45	7,5	5,2	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	15,922222	15,9327778	16,574306	16,574306	16,691389	9,463472	11,740139	7,189444	10,211667	5,4	10,211667	9,674861	0,8733057	0,8732771	1,134152	1,1917241	0,8266404	0,5554437	0,9779528	0,5074749	40,631667	44,02902778	36,77875	37,62305556	4,6	2,9	24	27	2,7	2,2	0,12	1,2	0,53	0,39	  NA	
16-05-2017	63341	66974	64748	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	16,594444	16,5940278	16,826111	16,826111	14,4025	7,891806	11,793194	6,964306	10,239583	5,292778	10,239583	9,597361	0,8080103	0,93	1,2849756	1,2194377	0,8944238	0,6591575	1,1618159	0,5519617	70,466667	80,84291667	54,850556	54,51305556	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
17-05-2017	58528	62835	60381	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	13,536111	13,5266667	16,500417	16,500417	12,544028	6,738472	11,357222	6,759861	9,895556	5,079583	9,895556	9,358056	0,8730864	0,8431978	1,2117512	1,225737	0,9236318	0,6908837	1,2245353	0,7077269	87,456806	77,94166667	61,976667	55,02097222	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
18-05-2017	57698	62780	61432	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	16,343889	16,3552778	16,995139	16,995139	11,515694	6,125556	10,828472	6,396389	9,2525	4,802222	9,2525	9,113889	0,8470511	0,8086331	1,2003138	1,2084449	0,8825065	0,6006506	1,0798956	0,6175551	2,043333	2,45916667	2,792222	2,59291667	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
19-05-2017	55547	58819	57712	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	16,885556	16,8795833	16,826528	16,826528	10,846111	5,796389	10,789722	6,517917	8,98625	4,737083	8,98625	9,303194	0,8927174	0,7170391	1,2237391	1,2391602	0,9386207	0,5408632	1,1064368	0,5604915	19,953333	21,68833333	70,175	66,19916667	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
20-05-2017	51407	52965	52107	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	16,781944	16,7811111	16,877639	16,877639	12,356528	6,794861	12,780833	8,1525	10,492778	5,608889	10,492778	11,381667	0,7805108	0,7978038	1,1626198	1,331399	0,7623626	0,5788693	0,8535714	0,6898054	76,9525	79,48458333	81,794444	75,57291667	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
21-05-2017	52741	54705	54122	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	15,096944	15,1008333	16,746667	16,746667	16,387222	9,015278	17,200139	11,304306	13,625278	7,280833	13,625278	15,441389	0,7905707	0,8653315	1,1796318	1,3984323	0,7563342	0,5740465	0,8137466	0,6630137	78,7325	75,48027778	29,001528	26,65152778	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
22-05-2017	55014	58509	56924	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	14,071528	14,07125	17,07	17,07	24,257222	13,416389	26,24875	16,892917	19,770833	10,492778	19,770833	23,144167	0,8154912	0,7994528	1,1191388	1,2633255	0,7365753	0,5818942	0,7823288	0,5719661	54,223056	44,45805556	4,044444	3,83166667	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
23-05-2017	60823	64870	62648	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	16,33125	16,3327778	17,011944	17,011944	27,078194	15,006944	30,784583	19,603056	22,469306	11,644861	22,469306	26,510139	0,8213155	0,7346561	1,0673887	0,9504762	0,7991892	0,5042593	0,8354054	0,4833973	2,139583	2,58569444	3,174722	3,08986111	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
24-05-2017	53708	58704	57753	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	17,134444	17,1309722	17,1325	17,1325	27,90875	15,590139	32,718056	20,296667	23,472778	12,086806	23,472778	29,707639	0,9371681	0,7911652	1,1084005	0,9880282	0,8589421	0,507438	1,0799748	0,5369953	2,233333	2,54222222	2,479861	2,34555556	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
25-05-2017	49615	53773	52261	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	16,947639	16,9504167	16,918194	16,918194	20,32	11,455278	24,484444	14,491389	17,443194	9,022361	17,443194	22,462222	0,9141343	0,8660934	1,0542245	0,9787765	0,7188105	0,4770755	0,7200553	0,4500503	1,982361	2,25972222	2,555556	2,44069444	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
26-05-2017	46897	51699	50503	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	16,998056	16,9958333	17,124444	17,124444	15,241111	8,741806	18,587222	10,549583	13,783889	7,063056	13,783889	17,643194	0,9124694	0,885347	1,0438596	0,9310616	0,698878	0,5065589	0,7633941	0,4990206	2,016667	2,17388889	2,040278	1,92611111	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
27-05-2017	44387	49155	48189	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	17,169722	17,1684722	17,011111	17,011111	12,057361	6,951944	14,844028	8,255278	11,587222	5,847361	11,587222	14,821111	0,9071339	0,9442728	1,0585987	1,0256858	0,7193056	0,5819288	0,7797222	0,5188533	1,989444	2,26222222	2,029861	1,95875	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
28-05-2017	45573	50514	49834	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	17,521806	17,5205556	16,959444	16,959444	11,634028	6,733889	14,248611	7,850417	11,85375	5,93625	11,85375	15,879444	0,9255319	0,9581081	1,065978	1,0462228	0,7047026	0,6080184	0,7250346	0,5561137	2,003194	2,23291667	2,023056	1,91791667	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
29-05-2017	56929	51718	50258	     NA	     NA	      NA	   NA	    NA	   NA	    NA	    NA	   NA	  NA	    NA	    NA	   NA	   NA	   NA	   NA	   NA	   NA	  NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	  NA	  NA	  NA	 NA	       NA	 NA	 NA	17,029583	17,0291667	17,000278	17,000278	11,868889	6,791528	13,871944	7,475417	12,078611	6	12,078611	15,870833	0,913125	0,8513514	1,0866841	1,0582807	0,7641026	0,5865385	0,8017544	0,5862004	2,807778	2,92833333	3,083889	2,89819444	    NA	    NA	   NA	   NA	   NA	    NA	   NA	    NA	   NA	   NA	  NA	NA
