ASV,MQ210118-6,MQ210118-8,MQ210118-10,MQ210118-13,MQ210118-14,MQ210118-15,MQ210118-16,MQ210118-20,MQ210118-21,MQ210118-27,MQ210118-28,MQ210118-29,MQ210118-30,MQ210118-31,MQ210118-32,MQ210118-33,MQ210118-35,MQ210118-36,MQ210118-37,MQ210118-38,MQ210118-39,MQ210118-41,MQ210118-45,MQ210118-47,MQ210118-48,MQ210118-49,MQ210118-50,MQ210118-52,MQ210118-53,MQ210118-54,MQ210118-55
ASV544,32,46,84,99,84,89,59,46,47,70,52,70,57,86,78,64,43,102,113,118,69,69,121,115,129,111,106,118,121,97,126
ASV550,35,39,25,22,22,19,10,35,33,109,91,72,65,79,75,76,122,225,212,220,119,61,117,101,55,58,37,41,31,33,30
ASV553,0,0,0,0,0,3,0,0,6,71,18,6,8,5,1,2,3,4,7,1,1,2,6,3,2,0,3,1,3,1,0
ASV559,19,51,13,13,7,2,3,5,9,0,0,3,8,121,19,96,9,159,92,84,48,23,30,135,115,109,69,122,477,275,109
ASV560,7,15,3,1,3,0,0,7,2,13,7,9,6,8,9,6,7,18,22,11,12,10,5,10,5,4,9,4,4,2,3
ASV562,27,45,49,43,41,40,46,69,56,93,93,84,98,119,100,91,65,105,128,127,76,80,135,63,63,50,59,56,47,40,36
ASV563,15,28,6,5,4,3,3,4,2,7,5,3,8,5,6,4,5,10,11,9,8,16,11,7,11,5,7,6,11,10,10
ASV569,35,23,49,21,21,16,17,22,9,6,5,6,9,8,6,14,10,26,76,48,51,60,163,123,162,117,129,133,150,90,87
ASV578,11,16,22,19,24,21,13,34,37,57,57,50,47,51,35,32,12,57,45,39,53,36,36,27,31,24,19,31,27,16,17
ASV587,46,56,23,25,33,19,10,14,7,57,35,21,56,111,46,72,52,353,152,295,99,95,133,58,65,79,56,56,65,81,48
ASV591,13,20,26,36,34,33,28,54,42,73,63,59,45,59,44,35,33,97,81,100,67,64,87,51,57,60,49,51,45,54,31
ASV598,18,27,26,22,24,35,25,45,31,27,26,21,25,28,34,34,29,57,57,70,61,49,85,54,55,51,48,57,58,31,36
ASV601,0,1,0,1,6,3,3,5,11,8,4,6,30,25,7,18,1,15,7,10,2,4,8,2,1,1,1,0,2,0,0
ASV608,3,13,10,13,4,10,6,9,10,7,3,9,8,14,16,47,18,76,89,72,52,43,78,35,36,43,26,33,35,25,45
ASV616,36,36,44,46,47,46,36,74,53,64,72,76,78,72,56,58,96,147,162,149,87,77,120,87,73,76,65,84,88,64,64
ASV622,0,0,1,5,1,1,5,9,5,3,5,9,6,3,2,1,7,7,4,1,0,0,2,0,0,1,0,0,0,0,0
ASV639,10,6,8,3,1,5,12,8,6,7,7,23,25,34,13,26,16,44,74,46,61,37,80,31,23,25,22,52,34,57,49
ASV654,11,10,12,8,13,8,1,9,6,4,5,17,26,41,24,30,18,70,63,118,42,50,57,43,51,40,29,41,54,45,44
ASV660,50,55,43,18,29,26,21,33,29,25,20,21,24,25,26,27,23,54,49,44,31,43,42,50,44,26,28,33,33,26,41
ASV665,29,18,8,3,9,5,4,2,2,4,7,6,2,9,9,6,5,22,20,25,19,25,15,10,6,10,0,5,11,7,4
ASV666,40,23,43,34,13,11,6,3,4,17,25,19,52,65,74,58,56,144,195,184,117,80,200,124,104,72,67,61,102,24,45
ASV668,13,15,9,8,2,5,1,8,7,7,10,8,10,4,4,4,5,16,24,12,13,9,15,11,7,11,9,3,8,7,5
ASV672,16,30,19,4,3,3,5,0,2,0,0,0,1,2,1,0,2,0,2,0,0,0,3,2,3,6,7,20,34,54,81
ASV679,97,97,33,13,11,11,7,5,5,6,5,8,4,7,15,6,18,25,31,32,23,30,30,46,32,43,39,30,77,72,73
ASV682,2,5,1,4,3,2,5,11,5,28,20,21,28,30,11,8,8,11,12,12,8,4,0,0,3,1,0,1,2,0,0
ASV683,14,18,50,22,12,8,4,9,11,18,6,25,5,33,11,3,10,21,9,7,135,12,19,14,37,28,8,11,12,17,7
ASV687,16,37,13,9,9,10,6,12,8,13,12,3,6,8,9,9,6,27,16,21,13,14,9,12,10,14,7,9,11,6,15
ASV691,1,0,0,1,0,2,0,2,0,2,1,0,4,3,1,0,0,5,1,1,0,0,0,2,0,0,1,1,0,1,0
ASV695,12,9,7,5,3,2,1,3,3,12,3,7,14,11,3,12,8,24,16,14,19,12,12,16,7,9,4,7,27,6,5
ASV700,11,10,24,15,9,7,5,10,16,22,17,15,17,16,17,20,38,77,95,79,72,53,79,65,66,48,39,71,53,43,53
ASV704,8,9,11,9,23,7,6,9,7,26,22,32,39,56,34,22,34,70,45,47,32,36,26,15,18,11,5,12,10,6,11
ASV708,56,68,43,32,31,21,20,45,45,59,40,51,53,54,47,32,46,82,85,84,66,59,78,67,51,35,68,57,60,39,56
ASV722,46,82,100,124,73,73,45,96,68,81,69,54,108,107,103,97,36,49,60,86,28,25,179,138,132,120,137,145,93,49,90
ASV726,33,58,51,50,36,90,22,11,11,12,2,16,29,29,44,22,34,82,95,110,93,94,114,133,107,122,97,76,162,121,175
ASV729,28,43,57,28,21,25,6,4,2,20,11,3,12,16,14,25,32,50,41,39,28,24,45,38,37,38,39,41,43,24,24
ASV730,43,55,83,80,45,61,29,34,18,11,7,15,7,15,6,10,7,23,22,20,14,29,31,21,24,38,26,30,33,30,31
ASV734,6,20,24,34,18,16,18,23,22,46,43,46,44,44,37,33,35,69,82,86,53,62,77,52,31,52,37,46,51,24,24
ASV738,3,12,12,25,26,38,27,27,21,81,33,48,99,58,28,33,42,65,46,63,35,16,16,16,28,9,9,7,15,12,11
ASV739,6,7,5,13,17,24,39,43,41,47,27,27,41,42,31,26,34,36,33,53,55,18,30,30,16,13,16,26,23,22,28
ASV759,12,17,21,35,19,27,7,27,19,65,53,42,49,51,45,51,76,165,155,162,101,71,86,75,64,40,37,40,45,49,33
ASV765,19,17,29,9,6,8,2,2,0,2,0,0,0,5,0,0,6,4,4,3,3,6,5,5,11,7,9,17,43,50,38
ASV767,24,26,34,22,22,26,14,33,28,36,39,27,37,37,26,28,31,34,58,51,28,32,68,34,36,27,29,24,25,14,19
ASV769,22,37,64,66,65,67,52,96,70,40,29,23,26,21,28,22,14,38,41,67,44,49,95,69,65,63,67,56,62,47,65
ASV777,68,65,6,3,3,4,1,1,0,1,3,0,3,4,0,6,1,6,13,11,9,19,18,20,16,17,24,19,33,18,34
ASV782,4,8,6,18,4,21,9,17,7,19,8,11,24,14,7,17,4,11,16,12,9,7,11,2,16,5,2,5,11,7,4
ASV785,38,44,101,69,41,49,35,64,61,16,14,17,28,32,32,74,53,88,131,102,100,79,328,147,186,190,155,218,261,172,188
ASV791,23,30,51,41,39,43,22,74,55,32,27,22,36,44,33,32,27,59,51,69,29,45,121,66,69,67,51,72,65,54,66
ASV792,7,6,10,37,37,36,38,48,30,17,13,14,8,9,6,5,0,3,6,6,10,2,17,7,14,12,12,7,6,7,2
ASV794,27,33,82,68,42,44,37,40,31,19,27,21,20,26,22,22,21,44,68,52,45,44,88,50,52,48,50,58,59,70,61
ASV798,11,12,9,1,8,10,5,14,19,8,6,14,14,15,13,5,11,35,18,13,14,14,8,12,14,11,7,3,4,10,6
ASV809,9,16,20,20,12,18,5,42,28,37,23,22,30,27,21,36,34,85,69,55,41,40,46,37,42,34,32,26,28,14,22
ASV810,19,21,6,5,5,4,3,6,4,9,4,5,11,12,6,8,5,12,17,23,7,17,5,8,5,10,8,4,16,17,12
ASV818,1,6,5,7,8,11,9,11,5,19,8,7,13,11,11,20,8,15,14,10,10,8,8,0,12,5,5,3,8,8,5
ASV820,6,2,8,16,18,16,11,6,7,9,5,9,35,60,51,41,25,43,38,29,37,42,181,47,82,69,55,86,105,38,56
ASV827,34,67,14,17,10,2,8,10,4,28,6,7,12,19,7,14,19,35,47,61,23,27,47,47,38,33,26,21,28,39,28
ASV828,30,33,12,6,1,7,4,2,2,2,7,2,1,2,3,5,6,8,9,13,6,10,14,10,7,5,3,6,15,14,10
ASV830,15,15,2,4,5,3,3,3,3,8,8,3,4,7,5,4,6,8,8,6,4,11,6,9,4,4,7,5,8,6,7
ASV838,10,19,27,15,16,14,10,15,23,27,21,40,50,44,37,60,36,84,99,84,60,60,88,74,55,56,37,61,55,41,42
ASV845,13,23,13,11,6,12,3,24,8,42,43,26,27,32,36,45,50,155,118,130,97,36,43,31,27,24,29,20,19,21,20
ASV846,5,14,3,0,0,0,1,1,0,5,7,1,6,5,2,1,9,11,25,13,8,8,13,8,7,9,2,3,1,2,5
ASV851,1,6,11,15,14,22,20,6,8,27,28,18,8,28,25,17,17,28,20,30,16,9,29,20,26,14,11,17,23,11,11
ASV857,15,8,24,30,25,16,22,16,12,10,11,14,19,16,27,30,17,16,14,46,46,24,111,64,78,84,68,92,74,40,32
ASV863,88,122,103,117,79,78,64,153,124,153,100,81,107,110,67,79,81,148,179,145,114,99,158,91,91,83,77,84,95,52,80
ASV870,69,79,151,157,152,155,90,134,107,128,82,110,151,126,128,57,72,214,240,161,161,183,313,262,232,158,173,199,201,180,184
ASV871,9,13,8,5,7,6,4,5,4,7,3,11,11,20,13,12,7,29,13,15,14,21,12,15,13,9,8,16,14,15,8
ASV878,25,37,20,7,5,3,5,6,2,2,2,2,1,4,4,1,3,7,8,12,4,4,10,18,8,10,12,12,44,38,26
ASV882,10,8,5,4,2,5,4,9,14,26,22,7,13,13,19,16,9,14,16,16,9,16,10,5,5,9,2,5,12,9,3
ASV888,2,1,10,18,7,8,9,16,2,8,6,6,13,12,13,10,16,21,31,32,31,46,72,61,48,47,49,43,44,30,29
ASV895,26,28,8,5,3,7,2,7,4,3,3,4,2,5,2,5,5,14,13,15,10,14,7,7,4,7,9,7,12,9,9
ASV899,16,18,5,1,1,4,0,1,2,4,4,1,1,1,7,6,2,10,7,10,0,3,3,0,3,5,4,1,5,1,2
ASV900,11,12,5,6,6,10,9,7,2,15,3,7,19,10,6,9,8,18,31,22,21,20,17,11,10,8,7,12,20,9,10
ASV901,74,25,6,1,5,6,2,5,4,14,2,4,2,8,6,4,9,8,12,12,6,19,18,14,10,5,11,7,2,9,9
ASV902,7,0,1,1,2,0,1,13,4,25,10,19,19,13,17,17,25,43,29,35,25,14,8,2,8,5,2,3,2,6,1
ASV914,8,16,30,26,28,27,23,34,24,46,33,47,53,46,54,44,64,111,120,127,92,90,136,115,96,89,77,103,81,96,120
ASV922,9,11,2,2,0,1,2,2,2,0,4,1,2,5,3,3,3,6,5,5,0,7,3,5,3,1,4,9,2,2,2
ASV927,109,192,29,26,24,35,22,48,42,46,31,27,30,30,37,23,23,50,70,51,29,49,42,50,49,28,36,33,62,65,70
ASV928,21,30,16,16,11,15,12,19,25,39,32,41,21,30,35,44,57,87,119,113,54,68,89,54,59,60,33,49,46,28,29
ASV941,26,32,85,85,92,60,62,52,36,58,46,47,87,49,64,47,28,49,70,57,47,28,84,65,72,62,43,78,58,29,30
ASV953,11,12,17,14,26,20,16,21,16,40,32,36,67,74,47,66,72,111,106,66,53,90,78,32,25,20,17,16,20,11,16
ASV959,22,22,10,10,13,13,5,25,20,71,53,43,34,54,37,34,29,71,58,53,40,37,39,45,35,49,26,29,45,49,45
ASV974,12,26,3,1,2,4,2,3,1,6,6,4,11,2,5,6,8,15,15,11,8,11,7,6,9,12,8,12,15,8,10
ASV981,11,18,21,13,14,97,11,2,6,8,5,2,17,14,11,14,16,26,43,34,21,26,29,33,35,26,22,22,28,28,36
ASV989,32,34,0,1,1,3,0,3,2,1,4,1,3,3,2,2,13,5,28,13,8,5,8,5,5,12,5,13,4,11,5
ASV991,10,19,26,21,15,18,14,8,16,31,24,31,32,46,34,73,60,149,125,122,112,84,87,68,43,53,46,41,55,61,85
ASV997,15,20,4,7,4,5,2,5,3,11,6,2,14,11,6,16,4,11,17,19,3,16,12,13,10,6,15,11,23,14,10
ASV999,8,14,36,69,80,81,56,99,93,92,62,50,54,45,36,24,20,21,21,22,12,11,29,20,19,14,12,20,18,6,8
ASV1000,52,61,23,21,16,15,10,13,12,50,29,13,14,9,12,5,5,10,3,9,6,3,5,3,4,4,4,6,3,0,2
ASV1010,11,11,28,44,39,31,40,12,12,5,7,9,8,6,6,17,6,59,17,27,74,14,22,29,10,12,1,2,13,6,14
ASV1012,28,56,25,8,6,17,10,20,12,37,39,38,38,50,33,35,52,70,95,32,34,51,52,41,34,44,30,30,28,29,27
ASV1014,20,38,6,5,2,4,1,1,4,5,9,5,4,8,1,8,4,10,12,11,10,10,8,9,4,8,4,6,10,11,13
ASV1023,1,6,4,5,6,8,5,12,20,33,19,54,35,28,32,26,33,25,29,50,21,26,19,14,18,26,13,20,17,4,5
ASV1024,21,21,1,4,6,2,0,4,3,7,2,1,1,10,3,0,13,10,7,11,4,11,10,15,8,21,11,11,14,12,8
ASV1026,37,32,56,32,25,38,15,20,20,12,24,18,12,34,30,52,43,82,95,99,59,61,131,94,77,103,83,82,101,78,96
ASV1031,18,19,57,35,22,27,17,19,15,1,0,0,1,0,2,1,0,4,2,2,5,1,14,9,16,9,4,18,22,7,16
ASV1035,11,10,24,51,39,49,21,53,35,15,9,9,20,11,5,19,2,13,16,12,15,12,30,19,19,24,16,33,15,16,23
ASV1038,2,10,20,19,3,8,7,5,4,0,1,0,0,0,0,4,4,12,26,27,6,19,64,72,72,61,52,59,34,47,53
ASV1056,8,10,4,1,3,3,1,2,3,4,5,6,9,9,5,7,10,12,14,10,6,10,14,8,12,12,9,10,10,12,7
ASV1059,38,67,24,21,16,21,13,25,24,41,37,29,32,52,37,19,42,61,112,46,35,41,35,40,20,43,15,28,24,21,16
ASV1061,20,33,7,7,4,5,7,4,7,5,3,8,8,11,9,4,7,20,16,11,8,9,14,11,13,11,7,3,11,12,13
ASV1063,12,10,22,45,20,40,26,25,14,23,26,31,39,38,25,31,39,91,102,95,54,75,103,80,62,49,51,50,47,28,34
ASV1070,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ASV1077,25,26,42,26,10,15,5,4,5,2,0,1,2,6,5,9,4,17,24,22,16,33,45,67,64,71,56,136,176,109,126
ASV1085,12,58,1,3,0,1,1,8,1,3,8,1,5,5,3,10,6,20,24,23,12,8,12,36,11,9,46,8,4,5,1
ASV1091,27,16,89,44,49,47,32,49,42,19,15,7,13,14,9,7,8,11,22,22,20,18,74,44,61,47,46,88,93,53,65
ASV1097,64,70,145,124,112,106,80,120,95,205,186,120,179,174,135,154,178,362,440,353,254,199,397,246,176,154,178,186,215,145,199
ASV1099,12,13,33,61,43,43,41,80,64,49,48,30,27,39,23,16,12,21,19,16,23,11,28,20,17,20,10,17,19,8,9
ASV1109,3,6,5,6,9,10,10,18,21,24,19,25,30,28,41,24,18,22,18,19,31,10,10,12,3,3,3,2,19,18,4
ASV1117,9,11,3,4,2,0,1,1,3,3,4,7,3,3,3,5,5,19,14,16,12,7,7,14,8,2,2,4,3,2,4
ASV1121,15,6,1,6,4,8,3,2,1,6,3,5,8,9,5,3,4,16,13,12,3,8,6,7,3,5,4,4,7,3,5
ASV1122,6,6,6,2,1,0,0,4,2,7,1,9,2,11,4,11,17,21,54,22,8,11,18,8,2,6,4,1,5,9,4
ASV1150,11,8,2,4,0,0,1,1,0,4,6,2,3,6,9,2,8,14,20,8,10,13,4,13,6,10,9,5,10,6,9
ASV1160,22,7,40,41,48,47,62,84,75,19,15,14,18,9,19,9,5,16,16,13,19,7,16,20,22,18,30,37,21,22,17
ASV1166,26,45,28,30,25,49,13,10,3,11,10,19,23,24,19,27,21,70,94,81,49,66,71,103,73,52,57,65,101,116,113
ASV1167,3,2,3,8,17,11,10,17,22,53,26,41,47,46,70,100,57,128,117,90,78,42,31,18,15,21,9,9,30,12,30
ASV1177,17,12,1,2,0,1,0,2,10,2,0,1,2,6,4,4,3,79,10,14,38,11,5,12,10,5,4,2,6,1,6
ASV1182,32,40,3,10,4,7,4,9,4,6,8,5,5,12,5,2,8,13,8,12,11,11,17,11,5,7,7,10,11,14,9
ASV1193,0,2,1,1,1,0,2,0,0,0,1,2,2,2,1,0,1,4,2,2,1,6,1,0,0,0,1,2,0,2,1
ASV1202,13,21,6,7,2,1,3,3,5,6,7,9,6,15,9,8,22,25,32,24,14,13,23,22,7,14,3,8,9,6,5
ASV1206,4,4,0,6,4,3,6,16,15,66,40,58,55,54,50,30,44,74,106,74,59,44,88,55,35,24,21,26,22,14,17
ASV1208,7,4,11,7,2,3,1,2,4,23,17,27,31,55,37,44,47,89,76,121,73,33,70,47,37,26,25,14,22,13,19
ASV1217,7,16,20,20,16,21,17,3,3,15,6,11,24,13,13,14,15,51,49,52,51,37,33,33,20,19,16,11,8,13,28
ASV1236,10,20,6,1,5,4,0,0,0,4,2,3,6,3,7,7,8,13,21,8,8,13,12,8,8,11,4,6,9,8,11
ASV1251,17,35,37,42,35,36,29,53,49,95,55,60,66,57,51,49,62,97,109,98,81,56,131,85,52,52,54,60,64,51,76
ASV1253,9,1,11,11,19,19,6,6,2,13,10,10,22,41,23,41,19,37,50,47,43,21,23,33,31,15,14,15,38,21,20
ASV1255,7,11,2,0,2,3,0,3,1,0,5,3,5,1,6,1,1,8,5,8,1,3,7,2,4,3,2,0,4,4,2
ASV1257,27,32,23,32,24,29,14,43,31,51,44,51,63,37,48,47,48,105,99,107,97,42,65,62,58,53,50,48,29,20,37
ASV1259,14,31,31,23,21,19,14,28,17,32,33,19,27,29,26,25,25,81,110,113,75,61,111,81,68,65,53,75,50,51,58
ASV1260,6,8,2,5,2,2,3,1,1,4,6,3,5,5,2,4,9,14,8,7,6,13,5,10,6,9,4,11,8,7,5
ASV1262,29,37,3,1,3,6,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,4,1,6,5,8,2,2,9
ASV1266,1,2,10,3,5,2,0,4,4,0,2,1,2,3,0,1,1,2,1,0,6,1,2,0,4,3,3,6,3,2,1
ASV1275,10,11,1,1,0,0,1,0,3,6,1,3,5,3,1,8,6,15,8,12,4,9,6,6,1,2,1,8,4,4,4
ASV1276,7,12,8,3,6,8,8,21,25,54,37,23,27,35,31,29,35,73,74,63,39,24,38,28,23,13,14,16,11,12,14
ASV1295,14,15,2,3,9,3,0,2,1,2,5,3,3,4,2,1,3,6,9,7,6,14,10,17,7,7,8,5,24,12,9
ASV1307,4,20,16,11,8,13,4,7,6,23,8,14,25,32,30,36,44,51,130,68,42,34,27,38,42,37,34,21,48,35,28
ASV1312,19,39,11,8,7,12,11,8,14,14,13,41,17,26,15,22,24,43,53,45,34,46,47,31,16,27,38,22,25,16,19
ASV1331,16,26,25,4,11,6,7,7,4,8,7,13,2,8,8,10,9,23,15,40,12,42,21,15,17,22,21,19,19,21,33
ASV1349,1,4,28,5,4,3,4,15,13,13,6,14,17,17,13,16,20,36,33,38,18,23,14,14,17,9,22,10,26,10,5
ASV1370,8,8,13,21,10,10,4,8,7,11,8,13,32,30,34,36,36,68,92,84,72,54,90,47,48,31,31,53,52,45,39
ASV1372,9,7,5,5,6,6,8,1,0,3,1,2,3,15,7,12,9,10,36,15,38,35,20,34,28,20,16,16,44,67,43
ASV1381,9,10,17,16,15,13,10,24,12,15,14,23,14,36,23,23,34,50,39,53,18,44,22,37,30,23,22,12,36,20,36
ASV1384,5,14,7,3,1,2,3,6,2,7,5,10,11,30,21,13,27,55,52,55,22,50,46,40,21,19,29,25,23,33,25
ASV1387,15,17,22,11,14,11,12,41,41,66,50,25,26,34,22,26,26,41,51,47,25,16,38,35,23,23,15,16,31,31,19
ASV1403,24,39,27,21,9,10,12,11,14,22,15,26,21,20,22,30,33,58,89,73,52,57,79,56,38,46,35,44,45,47,38
ASV1405,15,25,8,6,8,5,1,3,3,14,6,3,10,11,14,9,12,30,20,22,21,27,15,20,15,6,18,13,17,22,12
ASV1408,4,3,7,9,4,2,1,3,1,1,2,2,4,10,8,15,11,48,53,65,59,38,15,10,6,5,3,9,9,8,4
ASV1420,2,11,11,33,22,29,13,10,6,10,8,4,6,11,4,12,4,25,10,15,13,5,7,0,2,2,0,3,13,4,6
ASV1445,22,16,10,11,9,14,3,17,20,10,5,5,11,9,6,10,6,20,24,19,10,22,15,14,10,9,13,3,7,9,10
ASV1450,27,21,38,57,41,44,23,37,28,10,14,9,8,8,16,10,13,39,33,41,38,36,86,60,74,62,64,82,72,66,81
ASV1453,4,10,7,9,10,10,4,15,6,32,18,19,23,24,47,23,15,23,33,39,32,5,8,5,4,5,2,0,43,4,6
ASV1469,8,11,7,10,6,6,3,2,0,2,3,3,5,7,2,7,5,22,14,23,17,20,13,18,6,8,4,3,2,3,4
ASV1486,8,12,5,4,0,1,1,5,3,4,5,2,5,5,5,6,4,7,14,8,5,11,9,6,6,8,5,4,5,5,10
ASV1505,14,15,7,10,4,7,5,1,1,4,1,1,5,7,9,14,11,20,32,38,20,34,50,82,93,75,64,110,178,107,96
ASV1520,15,12,19,31,12,21,14,11,11,5,6,8,6,6,5,21,11,22,27,51,15,19,38,28,43,22,40,50,49,29,30
ASV1526,15,21,23,9,5,5,3,1,2,0,0,0,1,0,0,1,2,3,3,5,6,7,12,17,30,23,16,44,75,48,70
ASV1543,1,0,4,13,24,22,23,23,20,56,9,7,18,11,9,15,6,16,17,12,15,3,5,2,3,1,1,0,1,3,1
ASV1548,13,22,40,30,18,32,14,56,37,44,36,25,34,30,35,36,44,65,56,93,56,46,63,36,26,33,38,43,24,22,33
ASV1552,106,102,17,11,12,10,11,21,18,42,29,14,26,39,32,31,24,70,58,77,43,61,88,44,40,33,35,28,50,27,25
ASV1565,26,18,28,6,11,7,6,4,2,2,1,1,7,6,8,13,17,36,25,46,30,33,109,108,127,109,73,118,186,124,180
ASV1584,3,10,6,3,2,0,0,4,3,16,5,8,6,10,6,9,10,14,17,11,13,6,4,6,5,3,5,5,4,2,2
ASV1586,16,11,2,7,3,3,2,2,0,0,3,3,2,2,3,2,4,6,6,13,9,6,10,5,12,7,2,6,10,5,14
ASV1595,0,2,1,3,8,13,11,30,29,75,25,51,71,38,23,26,25,29,38,35,34,10,6,5,4,1,3,2,5,2,1
ASV1618,24,27,36,46,34,29,27,28,26,41,30,30,33,22,21,23,31,84,94,96,74,62,89,43,49,44,35,57,50,40,36
ASV1619,2,11,2,1,3,2,3,0,0,6,1,3,2,2,2,5,5,4,6,13,3,7,8,3,2,5,2,6,6,5,2
ASV1628,24,10,14,23,11,7,9,16,8,64,57,58,76,88,63,77,82,155,170,147,95,72,101,56,48,47,38,37,25,22,24
ASV1650,36,18,21,9,10,12,22,37,58,197,80,70,55,83,86,62,46,116,107,96,55,38,73,74,65,91,88,112,138,83,70
ASV1671,8,9,13,21,20,28,23,38,49,48,41,33,46,22,10,5,15,26,24,39,29,19,21,32,23,27,27,16,26,11,19
ASV1677,19,17,8,13,4,6,2,1,1,6,0,10,9,11,18,19,27,35,41,39,17,35,39,38,46,29,31,43,66,66,59
ASV1686,6,4,8,25,33,40,21,22,26,16,7,4,22,33,18,30,10,65,34,33,69,16,22,23,22,15,5,9,20,6,11
ASV1689,6,16,3,1,3,2,8,3,3,4,3,4,4,4,2,1,2,6,5,3,7,4,4,9,5,7,2,0,4,1,1
ASV1707,1,3,4,8,6,10,10,36,22,20,20,38,49,64,36,63,20,62,81,46,47,18,19,11,17,13,14,13,23,16,18
ASV1738,26,16,43,70,52,53,37,90,86,66,44,43,26,42,37,43,36,73,92,87,39,37,64,46,41,32,34,50,44,14,25
ASV1739,17,7,4,3,3,3,5,3,2,1,4,3,2,4,3,5,1,4,5,8,5,7,6,7,3,4,4,4,4,9,5
ASV1743,13,12,10,21,23,45,44,50,45,23,9,4,1,2,2,1,0,1,0,3,0,1,0,0,0,0,0,1,0,0,0
ASV1751,3,6,16,6,8,9,10,13,6,13,8,18,22,21,19,20,15,42,26,35,41,20,11,19,17,17,7,11,18,11,13
ASV1764,16,14,3,2,2,1,2,7,7,12,13,14,15,19,20,22,23,83,80,63,52,18,33,23,21,25,14,11,12,5,15
ASV1775,8,8,8,6,4,10,8,16,14,77,47,43,36,52,41,38,26,65,60,57,28,22,22,20,11,16,9,3,6,8,7
ASV1777,11,15,26,36,32,30,29,45,38,36,34,24,39,45,25,23,30,59,49,60,32,33,51,34,36,28,22,35,28,24,20
ASV1787,10,8,1,0,1,3,1,1,0,3,5,3,3,8,3,4,3,8,7,11,1,9,11,3,9,8,10,3,7,3,9
ASV1798,4,6,10,33,25,39,31,59,39,40,44,22,39,19,18,22,14,17,21,16,15,10,8,14,19,5,8,7,7,6,8
ASV1827,15,12,2,1,0,2,0,2,1,1,6,1,0,3,1,2,4,17,15,8,3,9,9,12,7,8,2,4,5,4,2
ASV1846,0,1,1,1,2,0,1,3,0,7,3,5,10,9,4,3,4,3,6,1,3,1,2,1,0,1,1,0,1,1,0
ASV1858,65,59,10,7,8,13,5,20,12,32,32,20,21,43,27,30,21,33,58,49,28,35,20,29,22,21,8,10,19,17,11
ASV1865,9,10,2,4,1,3,2,1,0,5,2,1,2,5,3,7,6,12,7,10,3,11,2,9,8,4,5,5,7,7,9
ASV1878,25,16,2,0,0,2,0,1,0,0,0,0,1,0,0,0,1,9,1,3,2,3,5,10,12,9,6,6,10,8,6
ASV1884,3,13,6,7,8,13,7,4,2,18,3,16,33,25,20,16,25,33,24,38,44,20,15,10,8,11,8,4,9,5,14
ASV1900,15,16,0,3,1,0,1,0,0,1,0,0,2,0,0,3,1,3,7,5,3,6,2,9,8,5,5,4,0,5,7
ASV1912,12,23,7,8,2,135,2,1,1,0,0,3,0,5,1,2,8,9,11,17,14,11,21,45,34,13,32,21,38,32,27
ASV1920,2,5,2,0,1,1,1,0,1,2,1,0,4,2,1,2,1,4,3,9,3,6,4,3,4,3,4,2,8,8,5
ASV1922,8,5,3,1,3,1,0,2,3,4,5,3,4,3,0,2,1,6,8,4,1,11,3,9,2,11,2,3,10,5,4
ASV1925,0,0,0,1,1,3,3,3,1,15,6,6,16,16,2,13,3,4,3,6,0,2,1,1,0,1,0,0,0,0,0
ASV1926,0,0,0,1,2,1,1,2,0,1,1,2,0,1,2,0,2,2,0,3,1,0,0,0,0,0,0,0,0,0,2
ASV1938,5,7,0,2,2,2,1,1,0,1,1,2,1,2,0,1,1,1,5,3,2,4,1,2,1,1,2,1,4,0,2
ASV1955,18,16,29,53,63,60,47,109,116,178,156,133,130,120,99,75,72,104,139,118,87,60,85,41,47,43,36,34,37,23,23
ASV1972,15,20,1,3,2,0,0,1,0,0,0,0,0,1,1,0,1,1,5,3,0,2,2,5,3,1,3,4,4,4,4
ASV2009,2,4,5,4,11,13,5,7,4,17,8,11,21,16,8,9,13,17,15,15,5,3,3,2,2,2,1,3,2,3,4
ASV2016,6,9,28,21,24,12,17,33,23,37,38,34,37,37,39,34,24,69,55,50,30,40,39,34,36,24,36,30,36,23,28
ASV2043,5,5,12,36,38,29,36,34,31,13,3,5,5,0,2,1,1,1,0,0,1,0,2,1,2,0,2,5,2,0,1
ASV2049,4,2,2,2,3,2,1,3,5,6,14,17,13,17,7,7,10,22,17,18,11,11,10,11,4,3,6,1,7,5,8
ASV2063,8,17,3,4,4,5,0,3,3,2,1,1,3,2,1,2,0,0,3,1,0,3,1,3,3,3,6,3,6,1,5
ASV2082,8,12,4,1,2,1,1,0,0,2,2,2,4,4,1,2,6,13,9,9,8,6,10,8,2,7,6,8,11,6,5
ASV2098,9,8,15,20,15,14,8,13,13,9,6,13,21,18,8,15,21,49,50,64,37,47,66,61,66,37,44,56,66,44,33
ASV2104,7,9,15,3,6,482,0,2,1,0,1,1,0,0,0,6,5,2,2,3,2,12,4,9,10,9,3,6,16,14,7
ASV2143,4,12,4,4,6,4,9,18,12,14,7,6,8,9,10,7,9,16,12,14,10,14,15,9,7,8,8,4,3,8,9
