"Date"	"Flow_influent_[m3/h]"	"Precipitation_[mm]"	"SS_influent_[mg/l]"	"pH_influent"	"BOD5_influent_[mg/l]"	"COD_influent_[mg/l]"	"N_tot_influent_[mg/l]"	"NH4_N_influent_[mg/l]"	"P_tot_influent_[mg/l]"	"Cl_influent_[mg/l]"	"Conductivity_influent_[mS/m]"	"Fat_and_oil_influent_[mg/l]"	"SV_[ml/l]"	"SS_LT_[mg/l]"	"SVI_[ml/g]"	"DSV_[ml/l]"	"DSVI_[ml/g]"	"SS_RAS [mg/l]"	"Temperature_[C]"	"Aerobic SRT_[d]"	"DO_LT1_setpoint_[mg/l]"	"DO_LT1_value_[mg/l]"	"DO_LT2_setpoint_[mg/l]"	"DO_LT2_value_[mg/l]"	"DO_LT3_setpoint_[mg/l]"	"DO_LT3_value_[mg/l]"	"DO_LT4_setpoint_[mg/l]"	"DO_LT4_value_[mg/l]"	"DO_LT5_setpoint_[mg/l]"	"DO_LT5_value_[mg/l]"	"DO_LT6_setpoint_[mg/l]"	"DO_LT6_value_[mg/l]"	"Molasses_setpoint_[mg/l]"	"PAX_[mg/l]"	"FeCl_Grunddosering_[mg/l]"	"FeCl_Topdosering_[mg/l]"	"Flow_out [m3/d]"	"COD_out_[mg/l]"	"BOD5_out [mg/l]"	"SS_out_[mg/l]"	"NH4_N_out_[mg/l]"	"NO3_N_out_[mg/l]"	"PO4_P_out_[mg/l]"	"N_tot_out_[mg/l]"	"P_tot_out_[mg/l]"
2016-08-26	1595.01902777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.3	4.6	1.73983050847458	0.483887468030691	2.32315035799523	0.310386473429952	1.94836795252226	0.5625	2.46101694915254	0.503523035230352	1.61236363636364	0.902919708029197	0.864285714285714	0.445132743362832	2.75	NA	19	7	NA	NA	NA	NA	1.66	2	0.8	NA	NA
2016-08-27	1420.63236111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.6	4.5	1.30773480662983	0.489855072463768	2.0625974025974	0.301036269430052	1.60415430267062	0.48021978021978	2.27507082152975	0.511345646437995	1.45888888888889	1.03920187793427	0.781454545454545	0.476401179941003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016-08-28	4097.27611111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.6	4.1	1.75258358662614	0.541002277904328	2.34101876675603	0.365135135135135	1.71860465116279	0.834453781512605	2.59297752808989	0.569545454545455	2.07328990228013	1.00044642857143	1.4412955465587	0.432080924855491	NA	NA	NA	NA	108250	36	1.8	11	1.1	1.9	1.5	4.1	1.7
2016-08-29	2120.53152777778	24	250	7.4	160	360	21	12	3.9	230	120	36	NA	NA	NA	NA	NA	NA	18.6	4	1.52752293577982	0.356521739130435	2.32765957446809	0.318115942028986	1.37566666666667	0.499277108433735	2.31324503311258	0.499725274725275	1.25508771929825	1.01092077087794	1.01309523809524	0.481496881496882	NA	NA	3	51.0625	NA	36	NA	14	1.14	2	1.84	4.5	1.89
2016-08-30	1601.93944444444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.2	4.1	1.41593406593407	0.385071090047393	2.06744791666667	0.229123711340206	1.47427652733119	0.492105263157895	2.40718562874252	0.527513227513227	1.49501779359431	0.931567328918322	0.762361623616236	0.524870466321244	1	NA	NA	70	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016-08-31	1572.94791666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	4.4	1.71269349845201	0.50153452685422	2.35415549597855	0.33984962406015	1.80993150684932	0.474320241691843	2.48798798798799	0.57940379403794	1.62741312741313	0.837055837563452	0.7875	0.414025974025974	2.1	NA	NA	70	37860	31	0.83	4.1	1.06	2.3	0.645	4.2	0.69
2016-09-01	1554.93111111111	0	330	7.8	230	590	53	35	7.8	320	200	0.4	460	3.28	140.2439024	210	80.0304878	10.3	17.9	4.8	2.22689873417722	0.564324324324324	2.5	0.381818181818182	2.06078431372549	0.63945205479452	2.5	0.684196185286104	1.60352941176471	0.890862944162437	0.775095785440613	0.518320610687023	4.17647058823529	NA	32.7777777777778	66.75	NA	28	NA	2.4	0.6	2.5	0.6	5.2	0.65
2016-09-02	1665.42541666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	5.2	2.49824046920821	0.594385026737968	2.5	0.417675544794189	2.4879746835443	0.803724928366762	2.5	0.748157894736842	1.92453531598513	0.943979057591623	0.854901960784314	0.505	14	NA	35	NA	NA	NA	NA	NA	0.42	2.4	0.55	NA	NA
2016-09-03	2986.06694444444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.1	6	2.24054982817869	0.509718670076726	2.66203473945409	0.475730337078652	2.34626865671642	0.832258064516129	2.68433420365535	0.854214123006834	1.97977099236641	0.96302729528536	1.2098976109215	0.521957671957672	13.8	NA	19.3636363636364	56.2727272727273	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016-09-04	1489.18444444444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.1	5.8	1.1121387283237	0.59086859688196	1.6974212034384	0.36781914893617	1.29767441860465	0.703823529411765	2.29621451104101	0.774722222222222	1.1671974522293	1.01263157894737	0.714603174603175	0.609090909090909	NA	NA	20	20.9166666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016-09-05	1560.00319444444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	4.5	1.24072948328267	0.546189376443418	1.58797653958944	0.23953488372093	1.05221238938053	0.541609195402299	1.51686390532544	0.540694789081886	0.836	1.02684563758389	0.758275862068965	0.555434782608696	NA	NA	20	24.4583333333333	NA	NA	NA	NA	0.46	1.4	0.47	NA	NA
2016-09-06	1569.15166666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	4	2.0625386996904	0.373027989821883	2.25675675675676	0.199473684210526	1.43477011494253	0.436193029490617	1.58714285714286	0.313802083333333	0.673666666666667	1.02813186813187	0.829354838709677	0.426775956284153	NA	NA	19.0869565217391	29.9375	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016-09-07	1623.29027777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	4.2	1.8165625	0.393398533007335	2.03116147308782	0.258423913043478	1.5169696969697	0.362841530054645	1.53746223564955	0.372980501392758	0.735666666666667	0.835388127853881	0.91	0.350696378830084	NA	NA	19.0454545454545	44.6190476190476	NA	NA	NA	NA	1.2	1.1	0.34	NA	NA
2016-09-08	1529.09388888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	690	4.64	148.7068966	430	115.8405172	10.8	18.1	4.1	1.74574132492114	0.406666666666667	1.95324324324324	0.244772117962466	1.4468085106383	0.35601750547046	1.76854599406528	0.337535816618911	0.783666666666667	0.704822335025381	0.892281879194631	0.388557213930348	NA	NA	20	36.6666666666667	36980	28	1.6	3.7	0.63	1.7	0.345	3	0.42
2016-09-09	1506.20694444444	0	350	7.7	520	860	55	41	8.1	270	180	60	NA	NA	NA	NA	NA	NA	18.3	4	1.47403846153846	0.451551312649165	1.88687150837989	0.273150684931507	1.39197530864198	0.408719346049046	1.67744807121662	0.339255014326648	0.747368421052632	0.812676056338028	0.81952861952862	0.39238845144357	NA	NA	20	26	NA	28	NA	3	0.39	1.9	0.36	4.2	0.42
2016-09-10	1404.22333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.5	3.9	1.17831325301205	0.511650485436893	1.60606060606061	0.272093023255814	1.07363636363636	0.446134663341646	1.4869696969697	0.329305135951662	0.671333333333333	0.879535864978903	0.781666666666667	0.424189526184539	NA	NA	20	11.5714285714286	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016-09-11	1599.71972222222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.6	3.7	1.31867088607595	0.478512396694215	1.32147239263804	0.30819209039548	1.2287037037037	0.439166666666667	1.40670926517572	0.365361445783133	0.741754385964912	0.866350710900474	0.802898550724638	0.371549295774648	NA	NA	19.9583333333333	18.875	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016-09-12	1467.49583333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.6	3.7	1.00451807228916	0.538219895287958	0.812084592145015	0.306459948320413	1.05111821086262	0.452617079889807	1.24487179487179	0.41867816091954	0.755555555555556	0.915035799522673	0.752707581227437	0.452407932011331	NA	NA	20	6.28571428571429	NA	NA	NA	NA	0.32	1.2	0.29	NA	NA
2016-09-13	1478.11680555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.4	3.7	1.34617737003058	0.45699481865285	1.69831932773109	0.182485875706215	1.40276073619632	0.4184	1.47616099071207	0.377337110481586	0.748070175438596	0.942316258351893	0.84290780141844	0.475067750677507	NA	NA	20	52.5454545454545	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016-09-14	1463.51638888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	500	3.82	130.8900524	410	134.1623037	11.1	18.4	3.8	1.71073619631902	0.386648501362398	2.15672823218997	0.198974358974359	1.48134556574924	0.416292134831461	1.73663663663664	0.31622418879056	0.802456140350877	0.907838479809976	0.833093525179856	0.384180790960452	NA	NA	20	22.9047619047619	NA	NA	NA	NA	1.21	1	0.38	NA	NA
2016-09-15	1433.01305555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.6	3.9	1.6919881305638	0.3784	1.99897172236504	0.195324675324675	1.56638176638177	0.43778801843318	2.01960227272727	0.296521739130435	0.815789473684211	0.824813895781638	0.81010101010101	0.413768115942029	NA	NA	19.9583333333333	23.0588235294118	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016-09-16	1421.00388888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.8	3.9	1.63654970760234	0.357631578947368	1.97035175879397	0.211970074812968	1.57538940809969	0.376203966005666	2.01120218579235	0.309016393442623	0.776	0.699529411764706	0.793425605536332	0.395263157894737	NA	NA	20	15.5789473684211	NA	NA	NA	NA	1.28	1	0.4	NA	NA
2016-09-17	1298.41527777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.9	3.8	1.30408163265306	0.461712846347607	1.92204724409449	0.181542699724518	1.29665653495441	0.459620596205962	1.81902017291066	0.346045197740113	0.75221843003413	1.0448275862069	0.768581081081081	0.461803713527851	NA	NA	19.9166666666667	7.57142857142857	30970	32	1.1	3.3	0.31	1.4	0.38	2.8	0.53
2016-09-18	1286.94277777778	0	180	7.8	170	400	52	39	6.7	250	170	31	NA	NA	NA	NA	NA	NA	18.9	3.7	1.27269841269841	0.453719008264463	1.6180790960452	0.223783783783784	1.3431746031746	0.493048128342246	1.65608974358974	0.429153605015674	0.802290076335878	1.03417085427136	0.771641791044776	0.496904024767802	NA	NA	19.7083333333333	24.2	NA	29	NA	5.6	0.3	1.6	0.39	3	0.46
2016-09-19	1382.12861111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.8	3.7	1.09703264094955	0.483928571428571	1.59883381924198	0.26056338028169	1.34905063291139	0.485955056179775	1.72222222222222	0.471976401179941	0.816296296296296	0.996915167095116	0.745220588235294	0.5224	NA	NA	19.9166666666667	9.66666666666667	NA	NA	NA	NA	0.74	1.3	0.34	NA	NA
2016-09-20	1398.195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.5	3.8	1.0343661971831	0.382291666666667	1.52876712328767	0.24802110817942	1.28313953488372	0.453826530612245	1.47146892655367	0.398421052631579	0.76518771331058	1.00208816705336	0.739649122807018	0.505897435897436	NA	NA	19.9583333333333	13.75	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016-09-21	2383.67861111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.3	3.8	1.95357142857143	0.27741116751269	2.13591160220994	0.192520775623269	1.84733727810651	0.512151898734177	2.11917808219178	0.252185792349727	1.47747747747748	0.850812064965197	1.40434782608696	0.39769820971867	11.75	NA	20	97.8571428571429	NA	NA	NA	NA	0.81	0.6	0.36	NA	NA
2016-09-22	1390.92611111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.3	4	1.40084745762712	0.440952380952381	2.06887254901961	0.234438775510204	1.44320241691843	0.537317073170732	1.95983146067416	0.392401215805471	0.813607594936709	1.01334792122538	0.824761904761905	0.469682151589242	NA	NA	19.125	62.25	NA	NA	NA	NA	2.1	1	0.42	NA	NA
2016-09-23	1376.45666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.1	4.1	1.84230769230769	0.426470588235294	2.17175	0.24625	1.82944606413994	0.40765306122449	2.16666666666667	0.384718498659517	0.878929765886288	0.802803738317757	0.783333333333333	0.479652605459057	NA	NA	19.9166666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016-09-24	1337.97666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.1	4.3	1.62084507042254	0.481707317073171	2.13995098039216	0.260613810741688	1.87191977077364	0.412234042553192	1.84519774011299	0.436052631578947	0.831864406779661	0.937641723356009	0.768989547038328	0.494103194103194	NA	NA	19.9166666666667	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016-09-25	1315.74180555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.1	4.2	1.57781155015198	0.485492227979275	2.06813471502591	0.268489583333333	1.42751479289941	0.479529411764706	2.00809248554913	0.411304347826087	0.879003558718861	0.877860696517413	0.756183745583039	0.546134020618557	NA	NA	19.875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016-09-26	1394.42347222222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.1	4.2	1.38571428571429	0.476767676767677	2.19170854271357	0.268513853904282	1.49522388059701	0.516578947368421	1.80454545454545	0.390055248618785	1.12810218978102	0.84963503649635	0.781052631578947	0.530690537084399	NA	NA	19.9166666666667	NA	NA	NA	NA	NA	1.15	0.9	0.4	NA	NA
2016-09-27	1400.32708333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.1	4.2	1.43342465753425	0.421105527638191	2.26879606879607	0.284745762711864	1.64231884057971	0.52025641025641	1.71305555555556	0.406497175141243	1.30844594594595	0.936725663716814	0.80140350877193	0.507629427792916	NA	NA	15.7333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016-09-28	1893.73833333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	340	3.36	101.1904762	265	98.58630952	10.9	17.9	4.3	2.16017964071856	0.284222737819026	2.59643652561247	0.326845637583893	2.05924764890282	0.403013698630137	2.4860824742268	0.486732186732187	1.62730375426621	0.550934579439252	1.10878378378378	0.364427860696517	2.2	NA	NA	54.1428571428571	NA	NA	NA	NA	2.21	0.8	1.02	NA	NA
2016-09-29	3614.93583333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.9	4.8	2.6948717948718	0.2445	3.11697612732095	0.281592920353982	2.68242424242424	0.434532374100719	2.96348684210526	0.309650582362729	2.49964157706093	0.302605863192182	2.300625	0.375296108291032	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016-09-30	3267.09722222222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.9	4.9	2.44360655737705	0.340307101727447	2.9868804664723	0.330905511811024	2.55363636363636	0.581060606060606	2.69937106918239	0.381060606060606	2.07658862876254	0.708986615678776	2.31265060240964	0.288501026694045	8	NA	NA	22.5	NA	NA	NA	NA	2.39	2.3	0.75	NA	NA
2016-10-01	1980.94236111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.7	5.2	1.79820895522388	0.447368421052632	2.41723163841808	0.52910447761194	1.56323024054983	0.633137829912023	2.02398753894081	0.65	1.37227722772277	1.21604938271605	1.31693811074919	0.498029556650246	13.3333333333333	NA	12.0666666666667	23.9375	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016-10-02	5486.59486111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.3	4.8	2.76640625	0.407601351351351	3.10720461095101	1.03788659793814	3.0564263322884	1.16264775413712	2.90889679715302	0.785828343313373	2.67482993197279	0.589630931458699	2.73959044368601	0.444362745098039	NA	NA	20	100.2	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016-10-03	1812.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.2	4.8	0.888271604938272	0.616407982261641	2.01878453038674	0.698839907192575	1.40766773162939	0.811688311688312	1.68863636363636	0.843513513513514	1.06070287539936	1.0296	0.844370860927152	0.628395061728395	NA	NA	20	64.7	NA	NA	NA	NA	0.98	2.4	0.62	NA	NA
2016-10-04	1467.33277777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.7	4.6	1.19025069637883	0.6	2.17372654155496	0.537264150943396	1.51484848484848	0.642558139534884	1.6513353115727	0.743888888888889	1.18815331010453	1.14253112033195	0.845333333333333	0.594373401534527	NA	NA	20	NA	33570	21	1	3.5	0.16	1.8	0.36	2.6	0.47
2016-10-05	1436.30277777778	0	300	7.7	270	870	54	38	8	230	170	55	NA	NA	NA	NA	NA	NA	16.3	4.8	2.06071428571429	0.550366748166259	2.49643765903308	0.433651551312649	2.07172619047619	0.684334203655352	2.20555555555556	0.665642458100559	1.49023569023569	0.908222222222222	0.908070175438596	0.51882951653944	5.25	NA	17.0769230769231	13.75	NA	26	NA	4	0.18	1.9	0.36	2.8	0.44
2016-10-06	1399.69027777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	500	3.78	132.2751323	280	92.59259259	10.6	16.2	5.5	2.33232628398792	0.546938775510204	2.5	0.44975845410628	2.38459119496855	0.740502793296089	2.45798816568047	0.682072829131653	1.64761904761905	0.627664399092971	0.906273062730627	0.5512	6	NA	NA	NA	NA	NA	NA	NA	1.96	2.6	0.4	NA	NA
2016-10-07	1399.31847222222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.2	6	2.15426829268293	0.578149100257069	2.3733681462141	0.573584905660377	2.14080996884735	0.709660574412533	2.39912790697674	0.638567493112948	1.52591240875912	0.85752808988764	0.870034843205575	0.591154791154791	4.27777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016-10-08	1324.43916666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.2	5.9	1.23048128342246	0.558863636363636	2.48661800486618	0.416229116945107	1.73833780160858	0.640481927710843	1.60986301369863	0.520971867007673	1.21050955414013	1.26094032549729	0.923809523809524	0.557248157248157	1	NA	NA	67.25	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016-10-09	1902.13541666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.2	5.2	1.87253731343284	0.380863039399625	2.60842105263158	0.339378238341969	2.1266081871345	0.513981042654028	1.97817679558011	0.414218009478673	1.80106382978723	0.883854166666667	1.95205047318612	0.353258426966292	NA	NA	17.4375	38.7777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016-10-10	2699.82722222222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.2	5.3	1.85212765957447	0.389724770642202	2.58714285714286	0.719506172839506	2.02491694352159	0.706971153846154	2.21950464396285	0.638730853391685	1.57866666666667	0.781159420289855	1.66253776435045	0.593203883495146	16	NA	17.1666666666667	8	NA	NA	NA	NA	2.64	2.1	0.26	NA	NA
2016-10-11	1428.88830083565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	5.6	0.948275862068966	0.490581162324649	2.1671388101983	0.58943661971831	1.36393939393939	0.694103194103194	1.00808383233533	0.703282828282828	1.01726384364821	1.23665008291874	0.812063492063492	0.598292682926829	NA	NA	NA	NA	NA	NA	NA	NA	0.33	0.9	0.25	NA	NA
2016-10-12	1414.22513888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.2	5.2	1.50700636942675	0.516064257028112	2.49915014164306	0.444020356234097	1.83186119873817	0.738265306122449	1.92024539877301	0.723262032085562	1.05830258302583	0.909471365638767	0.878148148148148	0.591516709511568	3.8	NA	NA	6.5	34290	23	1.5	3.4	0.555	1.95	0.27	3.7	0.37
2016-10-13	1382.83291666667	0	360	7.7	350	820	55	41	8.8	240	180	110	NA	NA	NA	NA	NA	NA	15.2	5.7	2.33800623052959	0.569176470588235	2.5	0.421428571428571	2.42105263157895	0.699273607748184	2.49891598915989	0.683756345177665	0.98169014084507	0.684397163120567	1.12114695340502	0.478648648648649	8.16666666666667	NA	NA	25.5	NA	28	NA	6	0.46	2.3	0.28	4.3	0.39
2016-10-14	1387.93708333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.4	6.5	2.39766081871345	0.581684210526316	2.5	0.542988505747126	2.5	0.833991228070175	2.5	0.794581280788177	0.890759075907591	0.645842696629213	0.918770226537217	0.547235023041475	9.39130434782609	NA	13.4375	20.7	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016-10-15	1291.30305555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.5	6.8	2.26275167785235	0.562131519274376	2.55062344139651	0.542567567567568	2.49067055393586	0.878411910669975	2.5	0.708163265306123	0.808433734939759	0.712625250501002	0.842666666666667	0.575751072961373	7.22222222222222	NA	15.8823529411765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016-10-16	3594.98986111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.6	6.5	2.92681992337165	0.518918918918919	2.99329268292683	0.777604166666667	2.9288961038961	1.27539267015707	3.02079207920792	0.833467741935484	1.96761133603239	0.360795454545455	2.79387096774194	0.467418546365915	18	NA	29.6666666666667	135.555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016-10-17	1525.73069444444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	750	4.05	185.1851852	250	102.8806584	10.5	15.4	6.8	1.84820846905537	0.547610921501707	2.5	0.51338199513382	2.07909967845659	0.951015228426396	2.49534161490683	0.814814814814815	0.6840625	0.867916666666667	0.93030303030303	0.638266384778013	5.58333333333333	NA	20	9.25	NA	NA	NA	NA	2.09	2.7	0.36	NA	NA
2016-10-18	1354.37097222222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.1	6.3	1.93460490463215	0.565322580645161	2.47430025445293	0.503516483516483	2.18394366197183	0.706032482598608	2.38186813186813	0.672839506172839	0.723241590214067	0.810714285714286	0.877639751552795	0.572222222222222	1.42857142857143	NA	19.8333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016-10-19	2958.65736111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.1	5.9	2.72289156626506	0.588621794871795	2.6534435261708	0.438422391857506	2.58352941176471	0.850245098039216	2.82908587257618	0.884146341463415	1.81546052631579	0.471457905544148	2.20306748466258	0.566352941176471	9.9	NA	20	85.25	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016-10-20	1732.63347222222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.1	6.7	1.88356940509915	0.574747474747475	2.41879895561358	0.409006928406467	1.97563025210084	0.766004415011038	2.44872521246459	0.782696629213483	1.2816393442623	0.80059880239521	1.27491856677524	0.47218045112782	13.3333333333333	NA	19.9583333333333	61.75	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016-10-21	2052.19222222222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.1	6.3	2.04641744548287	0.584328358208955	2.45940860215054	0.44375	2.2078488372093	0.96593137254902	2.47371601208459	0.770660146699267	1.18538011695906	0.723379174852652	1.21291291291291	0.569703872437358	12.3846153846154	NA	18.4285714285714	2.33333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016-10-22	2661.27541666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.1	6.3	2.30063694267516	0.448130841121495	2.83817034700315	0.454241645244216	2.3812925170068	0.714799154334038	2.80122699386503	0.640208333333333	1.47313432835821	0.504952076677316	1.83620689655172	0.484249084249084	5.6	NA	NA	24.6	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016-10-23	3474.69236111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.1	6	2.5408	0.42336578581363	2.86482412060302	0.889233954451346	2.75786163522013	1.59375	2.82822822822823	0.925878594249201	2.13569482288828	1.00340236686391	2.26451612903226	0.374522292993631	15.125	NA	18.25	56.5714285714286	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016-10-24	2452.11138888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.8	6.8	2.37623762376238	1.05485519591141	2.4761154855643	1.21922141119221	2.21702786377709	1.41881720430108	2.5813880126183	1.36570841889117	1.49006622516556	0.896353166986564	1.16898954703833	0.711568123393316	11.4	NA	20	119	NA	NA	NA	NA	2.78	3.3	0.52	NA	NA
2016-10-25	1651.8425	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.4	6.6	2.5860119047619	1.33942307692308	2.45149863760218	0.756091370558376	1.66070287539936	0.832602739726027	2.43549295774648	1.17620253164557	0.68112582781457	1.05140449438202	1.20337423312883	0.609268292682927	1	NA	18.2307692307692	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016-10-26	1722.06944444444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.1	6.2	2.5	1.23918918918919	2.46931506849315	0.704962779156328	1.84774193548387	1.01194444444444	2.44985915492958	1.09143576826196	0.752994011976048	1.0187012987013	0.915384615384615	0.61606334841629	4.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
