Genus,MiDAS,Filamentous,Hydrophobic cell surface,Chemoautotroph_mixotroph,AOB,NOB,Anammox,Aerobic heterotroph,PAO,GAO,Nitrite reduction,Sulfate reduction,Fermentation,Acetogen,Methanogen,Short-chain fatty acids,Sugars,Proteins_amino acids
midas_g_957,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
Pedomicrobium,POS,NEG,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NEG,NT,NT,POS,POS,POS
Phaeodactylibacter,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,VAR,NEG,POS,NT,NT,NT,NEG,NT
Pseudoxanthomonas,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,POS,POS,POS
JGI-0000079-D21,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
midas_g_977,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
Hahella,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,POS,NT,NT,NT,POS,NT
midas_g_990,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
midas_g_992,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
Runella,POS,VAR,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,VAR,NT,NT,NT,POS,NT
Ca_Phosphitivorax,POS,NT,NT,POS,NT,NT,NT,NT,NT,NT,POS,POS,NT,POS,NT,POS,NT,NT
Ercella,POS,NT,NT,NT,NT,NT,NT,NEG,NT,NT,NT,NT,POS,NT,NT,NEG,POS,NEG
Syntrophaceticus,POS,NT,NT,NT,NT,NT,NT,NEG,NT,NT,NT,NT,NT,NT,NT,NEG,NEG,NEG
SC103,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
Phenylobacterium,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NEG,NT,NT,NT,NT,VAR,VAR,VAR
Ilumatobacter,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
midas_g_1065,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
midas_g_1083,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
OLB13,POS,POS,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,POS,NT,NT,NT,POS,POS
midas_g_1096,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
Sumerlaea,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT
Petrimonas,POS,VAR,NT,NT,NT,NT,NT,POS,NT,NT,NT,NEG,POS,NT,NT,POS,POS,POS
Acinetobacter,POS,VAR,POS,NT,NT,NT,NT,POS,NEG,NEG,NT,NT,NEG,NT,NT,POS,POS,POS
Rickettsiella,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
Rubrivivax,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,POS,NT,NT,POS,POS,POS
Rubellimicrobium,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NEG,NT,NT,NT,POS,POS
Steroidobacter,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,POS,NEG,NEG,NT,NT,POS,NEG,POS
Pseudoclavibacter,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,NT,POS,POS
Caenimonas,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,NT,POS,POS
Bryobacter,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NEG,NT,NT,NEG,POS,POS
Methanolinea,POS,VAR,NT,POS,NT,NT,NT,NEG,NT,NT,NT,NT,NT,NT,POS,POS,NT,NT
Anaeromyxobacter,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
Gallionella,POS,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,POS,NT
Tissierella,POS,NT,NT,NT,NT,NT,NT,NEG,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
Sterolibacterium,POS,NT,POS,NT,NT,NT,NT,POS,NT,NT,POS,NT,NT,NT,NT,NT,NEG,NEG
Kouleothrix,POS,POS,NEG,NEG,NT,NT,NT,POS,NEG,NEG,NEG,NT,NEG,NT,NT,POS,POS,NEG
Gemmatimonas,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NEG,NT,NT,NT,POS,NT
Flavobacterium,POS,VAR,POS,NT,NT,NT,NT,POS,NT,NT,POS,NT,VAR,NT,NT,POS,POS,POS
Desulfobulbus,POS,NT,NT,NT,NT,NT,NT,NEG,NT,NT,NT,POS,POS,NT,NT,NT,NT,NT
Ca_Soleaferrea,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
Arcobacter,POS,NEG,NEG,VAR,NT,NT,NT,VAR,NT,NT,VAR,NEG,POS,NT,NT,POS,POS,POS
Azospira,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,POS,NT,NEG,NT,NT,POS,NEG,NEG
Sneathiella,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,NT,NEG,NT
Ca_Alysiosphaera,POS,POS,POS,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,POS,POS,POS
midas_g_1334,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
Peredibacter,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
Anaerovorax,POS,NT,NT,NEG,NT,NT,NT,NEG,NT,NT,NEG,NEG,POS,POS,NT,NT,NT,POS
Pseudorhodobacter,POS,NEG,NT,NT,NT,NT,NT,POS,NT,NT,NEG,NT,NT,NT,NT,POS,POS,NEG
midas_g_1361,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
Lewinella,POS,POS,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,NT,POS,POS
Microbacterium,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,POS,POS,POS
Leptospira,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
Ca_Obscuribacter,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NEG,NT,POS,NT,NT,POS,POS,NT
Amphiplicatus,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,POS,NT,NT,NT,POS,NT
midas_g_1416,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
Longivirga,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NEG,NT,POS,NT,NT,NT,POS,NT
Halomonas,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,VAR,NT,NT,NT,POS,NT
OLB12,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
Pseudarcobacter,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
Chitinivorax,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,POS,POS
SH-PL14,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
Exilispira,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NEG,NEG,NEG
Falsirhodobacter,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,NT,POS,NT
Galbitalea,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
Aquimonas,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NEG,NT
Alysiella,POS,POS,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,NT,POS,NT
Acidovorax,POS,NEG,VAR,VAR,NT,NT,NT,POS,NT,NT,POS,NT,NEG,NT,NT,POS,POS,POS
Gallicola,POS,NT,NT,NT,NT,NT,NT,NEG,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT
Lachnospiraceae AC2044 group,POS,NT,NT,NT,NT,NT,NT,NEG,NT,NT,NT,NT,POS,NT,NT,NT,POS,POS
Cryptanaerobacter,POS,NT,NT,NT,NT,NT,NT,NEG,NT,NT,NEG,NEG,NT,NT,NT,NT,NT,NT
Phaselicystis,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,NT,POS,NT
Rhizobacter,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,NT,POS,POS
Conexibacter,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,POS,POS,NT
Shuttleworthia,POS,NT,NT,NT,NT,NT,NT,NEG,NT,NT,NT,NT,POS,NT,NT,NT,POS,NT
midas_g_1659,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
midas_g_1668,POS,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
Blastopirellula,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NEG,POS,POS
Planctopirus,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,NEG,POS,NEG
Altererythrobacter,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,VAR,POS
midas_g_1719,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
Methanosarcina,POS,NEG,POS,VAR,NT,NT,NT,NEG,NT,NT,NT,NT,NEG,NT,POS,POS,POS,NT
IheB3-7,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
midas_g_1853,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
Crocinitomix,POS,VAR,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,NT,VAR,NT
midas_g_1900,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
midas_g_1929,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
Pseudomonas,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,POS,NT,NT,NT,NT,POS,POS,POS
Ignavibacterium,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NEG,NEG,POS,NT,NT,NEG,POS,NT
midas_g_1955,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
midas_g_1965,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
Blvii28 wastewater-sludge group,POS,NEG,NT,NT,NT,NT,NT,NEG,NT,NT,NT,NEG,POS,NT,NT,NEG,POS,POS
Quadrisphaera,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,POS,POS,POS
Vitreoscilla,POS,POS,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,POS
midas_g_2044,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
midas_g_2046,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
Sandaracinus,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,NT,POS,POS
Pajaroellobacter,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
Aquamicrobium,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,VAR,NT,NT,NT,NT,POS,POS,NT
midas_g_2171,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
Pseudochelatococcus,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,POS,NEG,POS
Luteococcus,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,POS,NT,NT,NT,POS,NT
Georgfuchsia,POS,NT,NT,NT,NT,NT,NT,NEG,NT,NT,NT,NT,NEG,NT,NT,NEG,NEG,NEG
Agitococcus lubricus group,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
Pir4 lineage,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,NT,POS,POS
Lacunisphaera,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,NT,POS,NT
Eubacterium brachy group,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,POS,NT
Uruburuella,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,POS,NT,POS,NT,NT,POS,POS,NT
Hungateiclostridium,POS,NT,NT,NT,NT,NT,NT,NEG,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT
Ca_Ovatusbacter,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
Crenothrix,POS,POS,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,POS,NT,NT,POS,POS,NT
Caulobacter,POS,NT,NT,NEG,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,VAR,POS,POS
Rhodopirellula,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NEG,NT,NT,NEG,POS,NEG
Anaerosinus,POS,NT,NT,NEG,NT,NT,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NEG,NT
Lysinimonas,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,NEG,POS,NEG
Aminobacter,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NEG,NT,NT,NT,POS,POS
Methanospirillum,POS,POS,NEG,POS,NT,NT,NT,NEG,NT,NT,NT,NEG,NT,NT,POS,POS,NT,NT
Shinella,POS,NT,NT,VAR,NT,NT,NT,POS,NT,NT,VAR,NT,NT,NT,NT,POS,POS,POS
Prevotella,POS,VAR,VAR,NT,NT,NT,NT,NEG,NT,NT,NT,NT,POS,NT,NT,NT,POS,POS
Brevundimonas,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,POS,VAR,POS
midas_g_2702,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
Paludibacter,POS,NT,NT,NT,NT,NT,NT,NEG,NT,NT,NT,NT,POS,NT,NT,NT,POS,NT
Sphaerotilus,POS,VAR,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,POS,NT,NT,NT,POS,POS
Geobacter,POS,NT,NT,NT,NT,NT,NT,NEG,NT,NT,NT,NT,NT,NT,NT,POS,NT,NT
Polymorphobacter,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,NT,POS,NT
Herbinix,POS,NT,NT,NT,NT,NT,NT,NEG,NT,NT,NT,NT,POS,NT,NT,NT,POS,NT
Mesotoga,POS,NT,NT,NT,NT,NT,NT,NEG,NT,NT,NT,NT,POS,NT,NT,NT,POS,POS
midas_g_2835,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
Proteocatella,POS,NT,NT,NT,NT,NT,NT,NEG,NT,NT,NT,NT,POS,NT,NT,NEG,NEG,POS
oc32,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
Cloacibacterium,POS,VAR,NT,NT,NT,NT,NT,POS,NT,NT,NEG,NT,POS,NT,NEG,NEG,POS,POS
Leptotrichia,POS,VAR,NT,NT,NT,NT,NT,VAR,NT,NT,NT,NT,POS,NT,NT,NT,POS,NT
Parafilimonas,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NEG,NT,NT,NEG,POS,NEG
Nakamurella,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,NEG,POS,POS
Paraclostridium,POS,NT,NT,NT,NT,NT,NT,NEG,NT,NT,NT,NT,POS,NT,NT,POS,POS,POS
XBB1006,POS,NT,NT,NT,NT,NT,NT,NEG,NT,NT,NT,NT,POS,NT,NT,NT,NEG,POS
Roseimarinus,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,NT,POS,NT
Lysobacter,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NEG,NT,NT,NT,POS,POS
Methanobacterium,POS,VAR,NEG,POS,NT,NT,NT,NEG,NT,NT,NT,NT,NT,NT,POS,POS,NT,NT
Ruminococcus torques group,POS,NT,NT,NT,NT,NT,NT,NEG,NEG,NEG,NT,NT,POS,NT,NT,NT,POS,NT
Syntrophomonas,POS,NT,NT,NT,NT,NT,NT,NEG,NT,NT,NT,NT,NT,NT,NT,VAR,NEG,NEG
Aetherobacter,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,NT,POS,POS
NK4A214 group,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
Anaerolinea,POS,POS,NT,NT,NT,NT,NT,NEG,NT,NT,POS,NEG,POS,NEG,NT,NEG,POS,POS
midas_g_3144,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
Pseudorhodoplanes,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
Thioclava,POS,NT,NT,POS,NT,NT,NT,POS,NT,NT,NEG,NT,NEG,NT,NT,POS,POS,POS
midas_g_3186,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
Luteitalea,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,NEG,POS,POS
Pedobacter,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NEG,NT,NT,NEG,POS,VAR
Paeniclostridium,POS,NT,NT,NT,NT,NT,NT,NEG,NT,NT,NT,NT,POS,NT,NT,NT,POS,NT
Roseomonas,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,POS,NT,NT,NT,POS,POS
Corynebacterium,POS,NEG,POS,NT,NT,NT,NT,POS,NT,NT,POS,NT,POS,NT,NT,POS,POS,NT
Turicibacter,POS,VAR,NT,NT,NT,NT,NT,NEG,NT,NT,NT,NT,POS,NT,NT,NT,POS,VAR
Moorella,POS,NT,NT,POS,NT,NT,NT,NEG,NT,NT,NT,NT,POS,POS,NT,NT,POS,NT
midas_g_887,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
Truepera,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,POS,NT,NT,POS,POS,POS
midas_g_3374,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
Bauldia,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,NT,POS,NT
Jatrophihabitans,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,POS,POS,POS
Arenimonas,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NEG,NT,NT,NT,NT,NEG,NEG,POS
Atopobium,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,POS,NT
Demequina,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NEG,POS,NEG
Dialister,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
Eubacterium,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,POS,POS
Enhydrobacter,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,POS,NT,NT,POS,POS,POS
Prosthecomicrobium,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NEG,NT,NT,NT,POS,NT
midas_g_3647,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
Lachnospiraceae NK4A136 group,POS,NT,NT,NT,NT,NT,NT,NEG,NT,NT,NT,NT,POS,NT,NT,NT,POS,POS
Lactivibrio,POS,NT,NT,NT,NT,NT,NT,NEG,NT,NT,NT,NEG,POS,NT,NT,NEG,POS,POS
Pseudobacteroides,POS,NT,NT,NT,NT,NT,NT,NEG,NT,NT,NT,NT,POS,NT,NT,NT,POS,NT
Acholeplasma,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,POS,NT
midas_g_3704,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
midas_g_3705,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
Salana,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,NT,POS,NT
Labrys,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NEG,NT,NT,NT,POS,POS
midas_g_629,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
Macellibacteroides,POS,NT,NT,NT,NT,NT,NT,NEG,NT,NT,NT,NEG,POS,NT,NT,NT,POS,NT
Kineosporia,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,NT,POS,NT
Pseudochrobactrum,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,POS,VAR,POS
Lactobacillus,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,POS,NT,NT,POS,POS,POS
Methanothermobacter,POS,VAR,NT,POS,NT,NT,NT,NEG,NT,NT,NT,NT,NT,NT,POS,POS,NT,NT
UCG-002,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
GWE2-42-42,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
midas_g_3996,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
midas_g_4001,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
Methylobacter,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,NEG,NEG,NEG
Actinomyces,POS,VAR,VAR,NT,NT,NT,NT,VAR,NT,NT,NT,NT,POS,NT,NT,NT,POS,NT
Fusibacter,POS,NT,NT,NT,NT,NT,NT,NEG,NT,NT,NT,NT,POS,NT,NT,NT,POS,NT
Dongia,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,NT,POS,NT
Reyranella,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,NT,POS,POS
Ruminofilibacter,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
Luteimonas,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,POS,NT,NEG,NT,NT,VAR,VAR,VAR
Piscicoccus,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,NT,POS,NT
Acetivibrio,POS,NT,NT,NT,NT,NT,NT,NEG,NT,NT,NT,NT,POS,NT,NT,NT,POS,NT
Rhodopseudomonas,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,VAR,POS,POS,NT,NT,POS,VAR,NT
Acidaminococcus,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NEG,POS
Methylotenera,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
Cellvibrio,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,NT,POS,NT
midas_g_4300,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
midas_g_4301,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
midas_g_4307,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
Turneriella,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
Georgenia,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,NEG,POS,NEG
Mogibacterium,POS,NT,NT,NT,NT,NT,NT,NEG,NT,NT,NT,NT,NEG,NT,NT,NT,NEG,NT
Thiobacillus,POS,NT,NT,POS,NT,NT,NT,NEG,NT,NT,VAR,NT,NT,NT,NT,NT,NT,NT
Anaerostipes,POS,VAR,NT,NT,NT,NT,NT,NEG,NT,NT,NT,NT,POS,NT,NT,POS,POS,NT
Gemmata,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,NT,POS,NEG
Tsukamurella,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,NT,POS,POS
Bdellovibrio,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NEG,NT,NT,NT,NT,NT
Acetobacterium,POS,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,POS,NT
Ca_Paracaedibacter,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
Hyphomonas,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,POS,NT,NT,NT,NT,NEG,NEG,POS
Rhodococcus,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,POS,POS,POS
Polaromonas,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NEG,NT,NT,VAR,VAR,VAR
Treponema,POS,NT,NT,NT,NT,NT,NT,NEG,NT,NT,NT,NT,POS,NT,NT,VAR,POS,POS
Fusicatenibacter,POS,NT,NT,NT,NT,NT,NT,NEG,NT,NT,NT,NT,POS,NT,NT,NT,POS,NT
midas_g_4551,POS,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
Methylocystis,POS,NT,NT,NT,NT,NT,NT,POS,NT,NT,NT,NT,NT,NT,NT,NEG,NEG,NEG
