StartTime	Parameter	Origin	Value
2016-08-08	EM.outlet.DO..	Outlet	87.7706909992708
2016-08-09	EM.outlet.DO..	Outlet	87.9675690253819
2016-08-10	EM.outlet.DO..	Outlet	87.8069095707639
2016-08-11	EM.outlet.DO..	Outlet	87.7120596237569
2016-08-12	EM.outlet.DO..	Outlet	87.6933047389236
2016-08-13	EM.outlet.DO..	Outlet	88.0105355366319
2016-08-14	EM.outlet.DO..	Outlet	87.4969062821667
2016-08-15	EM.outlet.DO..	Outlet	89.0746677941111
2016-08-16	EM.outlet.DO..	Outlet	89.6767166614097
2016-08-17	EM.outlet.DO..	Outlet	88.9229585588056
2016-08-18	EM.outlet.DO..	Outlet	87.3360162024792
2016-08-19	EM.outlet.DO..	Outlet	86.5354001161597
2016-08-20	EM.outlet.DO..	Outlet	85.5786465898194
2016-08-21	EM.outlet.DO..	Outlet	85.3473334538333
2016-08-22	EM.outlet.DO..	Outlet	86.6069925004514
2016-08-23	EM.outlet.DO..	Outlet	89.056973437
2016-08-24	EM.outlet.DO..	Outlet	91.2636537092361
2016-08-25	EM.outlet.DO..	Outlet	91.3818014159583
2016-08-26	EM.outlet.DO..	Outlet	90.9001173134722
2016-08-27	EM.outlet.DO..	Outlet	90.4046684799305
2016-08-28	EM.outlet.DO..	Outlet	88.1279942387361
2016-08-29	EM.outlet.DO..	Outlet	90.0751820982198
2016-08-30	EM.outlet.DO..	Outlet	91.5181462301458
2016-08-31	EM.outlet.DO..	Outlet	91.0958043673958
2016-09-01	EM.outlet.DO..	Outlet	90.3477899214306
2016-09-02	EM.outlet.DO..	Outlet	88.9707549631528
2016-09-03	EM.outlet.DO..	Outlet	88.4693707197917
2016-09-04	EM.outlet.DO..	Outlet	86.5008337897778
2016-09-05	EM.outlet.DO..	Outlet	89.6570435384583
2016-09-06	EM.outlet.DO..	Outlet	91.4048446600764
2016-09-07	EM.outlet.DO..	Outlet	90.3450401705694
2016-09-08	EM.outlet.DO..	Outlet	89.8048746108403
2016-09-09	EM.outlet.DO..	Outlet	90.1448475457361
2016-09-10	EM.outlet.DO..	Outlet	89.9879524497569
2016-09-11	EM.outlet.DO..	Outlet	89.6738744850069
2016-09-12	EM.outlet.DO..	Outlet	89.8931600540278
2016-09-13	EM.outlet.DO..	Outlet	88.0383185577083
2016-09-14	EM.outlet.DO..	Outlet	87.4619604990486
2016-09-15	EM.outlet.DO..	Outlet	87.3959511904653
2016-09-16	EM.outlet.DO..	Outlet	87.644792680757
2016-09-17	EM.outlet.DO..	Outlet	91.3468325120764
2016-09-18	EM.outlet.DO..	Outlet	92.2387554164305
2016-09-19	EM.outlet.DO..	Outlet	92.1466320534722
2016-09-20	EM.outlet.DO..	Outlet	91.5375063380459
2016-09-21	EM.outlet.DO..	Outlet	91.1289392889445
2016-09-22	EM.outlet.DO..	Outlet	92.3368947027639
2016-09-23	EM.outlet.DO..	Outlet	91.2604276280903
2016-09-24	EM.outlet.DO..	Outlet	90.8321639729375
2016-09-25	EM.outlet.DO..	Outlet	90.5126483153958
2016-09-26	EM.outlet.DO..	Outlet	88.8488142861667
2016-09-27	EM.outlet.DO..	Outlet	91.616846327257
2016-09-28	EM.outlet.DO..	Outlet	90.5279696017292
2016-09-29	EM.outlet.DO..	Outlet	87.6856252235417
2016-09-30	EM.outlet.DO..	Outlet	89.8274059223958
2016-10-01	EM.outlet.DO..	Outlet	89.7940135958125
2016-10-02	EM.outlet.DO..	Outlet	87.8407901906597
2016-10-03	EM.outlet.DO..	Outlet	90.2217098323611
2016-10-04	EM.outlet.DO..	Outlet	92.3924967124583
2016-10-05	EM.outlet.DO..	Outlet	92.8346685080208
2016-10-06	EM.outlet.DO..	Outlet	91.1918093238194
2016-10-07	EM.outlet.DO..	Outlet	90.1666646356597
2016-10-08	EM.outlet.DO..	Outlet	88.9318389291319
2016-10-09	EM.outlet.DO..	Outlet	88.3632955386944
2016-10-10	EM.outlet.DO..	Outlet	89.9346289721181
2016-10-11	EM.outlet.DO..	Outlet	90.9370654429236
2016-10-12	EM.outlet.DO..	Outlet	91.0602818068333
2016-10-13	EM.outlet.DO..	Outlet	90.2925806652953
2016-10-14	EM.outlet.DO..	Outlet	89.2307329736875
2016-10-15	EM.outlet.DO..	Outlet	88.1950938738958
2016-10-16	EM.outlet.DO..	Outlet	90.2522838790069
2016-10-17	EM.outlet.DO..	Outlet	91.6519111291458
2016-10-18	EM.outlet.DO..	Outlet	90.7679940774306
2016-10-19	EM.outlet.DO..	Outlet	86.5347991250069
2016-10-20	EM.outlet.DO..	Outlet	87.8832398985903
2016-10-21	EM.outlet.DO..	Outlet	87.6543950422014
2016-10-22	EM.outlet.DO..	Outlet	88.6452849668472
2016-10-23	EM.outlet.DO..	Outlet	89.576466191875
2016-10-24	EM.outlet.DO..	Outlet	88.6925642371111
2016-10-25	EM.outlet.DO..	Outlet	91.9473556539444
2016-10-26	EM.outlet.DO..	Outlet	92.594148033882
2016-10-27	EM.outlet.DO..	Outlet	90.3505204133125
2016-10-28	EM.outlet.DO..	Outlet	91.345917165
2016-10-29	EM.outlet.DO..	Outlet	91.9945496360695
2016-10-30	EM.outlet.DO..	Outlet	91.9068414051333
2016-10-31	EM.outlet.DO..	Outlet	91.0247867082847
2016-11-01	EM.outlet.DO..	Outlet	89.5426848260208
2016-11-02	EM.outlet.DO..	Outlet	89.9505767335347
2016-11-03	EM.outlet.DO..	Outlet	92.2731329307292
2016-11-04	EM.outlet.DO..	Outlet	89.1132329237847
2016-11-05	EM.outlet.DO..	Outlet	88.5945775973889
2016-11-06	EM.outlet.DO..	Outlet	91.0119736492639
2016-11-07	EM.outlet.DO..	Outlet	92.8147821023889
2016-11-08	EM.outlet.DO..	Outlet	91.8448362421806
2016-11-09	EM.outlet.DO..	Outlet	89.114913051277
2016-11-10	EM.outlet.DO..	Outlet	90.0794014888958
2016-11-11	EM.outlet.DO..	Outlet	91.5858675555208
2016-11-12	EM.outlet.DO..	Outlet	92.6161093189097
2016-11-13	EM.outlet.DO..	Outlet	92.4246809638472
2016-11-14	EM.outlet.DO..	Outlet	90.9566728347778
2016-11-15	EM.outlet.DO..	Outlet	88.7159804663403
2016-11-16	EM.outlet.DO..	Outlet	88.9224498593681
2016-11-17	EM.outlet.DO..	Outlet	86.4761535188958
2016-11-18	EM.outlet.DO..	Outlet	86.0994017994514
2016-11-19	EM.outlet.DO..	Outlet	87.1799446421944
2016-11-20	EM.outlet.DO..	Outlet	86.9273418637153
2016-11-21	EM.outlet.DO..	Outlet	88.0789656748333
2016-11-22	EM.outlet.DO..	Outlet	89.9818410136597
2016-11-23	EM.outlet.DO..	Outlet	90.9164451302222
2016-11-24	EM.outlet.DO..	Outlet	92.1543604520764
2016-11-25	EM.outlet.DO..	Outlet	91.6358247578958
2016-11-26	EM.outlet.DO..	Outlet	89.9090070763056
2016-11-27	EM.outlet.DO..	Outlet	89.2351721612986
2016-11-28	EM.outlet.DO..	Outlet	90.1783552759028
2016-11-29	EM.outlet.DO..	Outlet	88.5068923074375
2016-11-30	EM.outlet.DO..	Outlet	86.4358637391528
2016-12-01	EM.outlet.DO..	Outlet	86.2617400091806
2016-12-02	EM.outlet.DO..	Outlet	88.8012804910139
2016-12-03	EM.outlet.DO..	Outlet	89.1801114991111
2016-12-04	EM.outlet.DO..	Outlet	88.4096216331944
2016-12-05	EM.outlet.DO..	Outlet	86.4913037482292
2016-12-06	EM.outlet.DO..	Outlet	85.4001840904931
2016-12-07	EM.outlet.DO..	Outlet	84.7771402527639
2016-12-08	EM.outlet.DO..	Outlet	88.2171588502014
2016-12-09	EM.outlet.DO..	Outlet	89.6144348796458
2016-12-10	EM.outlet.DO..	Outlet	87.3612923704861
2016-12-11	EM.outlet.DO..	Outlet	86.2884681359444
2016-12-12	EM.outlet.DO..	Outlet	86.5310149064653
2016-12-13	EM.outlet.DO..	Outlet	86.5116391113264
2016-12-14	EM.outlet.DO..	Outlet	85.7583868939236
2016-12-15	EM.outlet.DO..	Outlet	87.8538759014792
2016-12-16	EM.outlet.DO..	Outlet	87.5244913807584
2016-12-17	EM.outlet.DO..	Outlet	87.0803141694792
2016-12-18	EM.outlet.DO..	Outlet	87.6712663860694
2016-12-19	EM.outlet.DO..	Outlet	89.2216834709167
2016-12-20	EM.outlet.DO..	Outlet	88.3790986617222
2016-12-21	EM.outlet.DO..	Outlet	87.2893386801458
2016-12-22	EM.outlet.DO..	Outlet	87.4612598620764
2016-12-23	EM.outlet.DO..	Outlet	87.9331543242639
2016-12-24	EM.outlet.DO..	Outlet	87.1652451387986
2016-12-25	EM.outlet.DO..	Outlet	87.926685895618
2016-12-26	EM.outlet.DO..	Outlet	90.1816488251806
2016-12-27	EM.outlet.DO..	Outlet	91.9683133361875
2016-12-28	EM.outlet.DO..	Outlet	92.4410537188055
2016-12-29	EM.outlet.DO..	Outlet	91.5802240264931
2016-12-30	EM.outlet.DO..	Outlet	90.9995872095069
2016-12-31	EM.outlet.DO..	Outlet	89.1517303018681
2017-01-01	EM.outlet.DO..	Outlet	87.1578300404028
2017-01-02	EM.outlet.DO..	Outlet	90.332035916125
2017-01-03	EM.outlet.DO..	Outlet	88.7164201941944
2017-01-04	EM.outlet.DO..	Outlet	87.3810093214931
2017-01-05	EM.outlet.DO..	Outlet	90.3597263198611
2017-01-06	EM.outlet.DO..	Outlet	89.8710218315625
2017-01-07	EM.outlet.DO..	Outlet	86.8160408907153
2017-01-08	EM.outlet.DO..	Outlet	86.6537650508125
2017-01-09	EM.outlet.DO..	Outlet	85.5813769925903
2017-01-10	EM.outlet.DO..	Outlet	83.4637887890417
2017-01-11	EM.outlet.DO..	Outlet	86.3597250432292
2017-01-12	EM.outlet.DO..	Outlet	86.5073801892847
2017-01-13	EM.outlet.DO..	Outlet	83.9809389216389
2017-01-14	EM.outlet.DO..	Outlet	85.2189174479167
2017-01-15	EM.outlet.DO..	Outlet	86.6201215745625
2017-01-16	EM.outlet.DO..	Outlet	87.8758860157014
2017-01-17	EM.outlet.DO..	Outlet	87.2226360122014
2017-01-18	EM.outlet.DO..	Outlet	86.0263382808611
2017-01-19	EM.outlet.DO..	Outlet	84.9407896197708
2017-01-20	EM.outlet.DO..	Outlet	84.3491294053819
2017-01-21	EM.outlet.DO..	Outlet	83.7625036724583
2017-01-22	EM.outlet.DO..	Outlet	85.4060100621667
2017-01-23	EM.outlet.DO..	Outlet	88.2621295156597
2017-01-24	EM.outlet.DO..	Outlet	87.9249295525486
2017-01-25	EM.outlet.DO..	Outlet	88.9151905607847
2017-01-26	EM.outlet.DO..	Outlet	87.9964402860278
2017-01-27	EM.outlet.DO..	Outlet	84.8558810568194
2017-01-28	EM.outlet.DO..	Outlet	84.496026790875
2017-01-29	EM.outlet.DO..	Outlet	84.8379677701319
2017-01-30	EM.outlet.DO..	Outlet	87.9620803166875
2017-01-31	EM.outlet.DO..	Outlet	90.0190903346111
2017-02-01	EM.outlet.DO..	Outlet	89.1439425294653
2017-02-02	EM.outlet.DO..	Outlet	88.1920714070694
2017-02-03	EM.outlet.DO..	Outlet	87.7081548497222
2017-02-04	EM.outlet.DO..	Outlet	86.1877811461042
2017-02-05	EM.outlet.DO..	Outlet	86.8969376582361
2017-02-06	EM.outlet.DO..	Outlet	88.9845275431319
2017-02-07	EM.outlet.DO..	Outlet	90.4365645436181
2017-02-08	EM.outlet.DO..	Outlet	89.9253609207847
2017-02-09	EM.outlet.DO..	Outlet	88.9153718136458
2017-02-10	EM.outlet.DO..	Outlet	88.4680461201458
2017-02-11	EM.outlet.DO..	Outlet	87.2776812021944
2017-02-12	EM.outlet.DO..	Outlet	86.9114706271042
2017-02-13	EM.outlet.DO..	Outlet	87.5116058262361
2017-02-14	EM.outlet.DO..	Outlet	90.6556724011458
2017-02-15	EM.outlet.DO..	Outlet	89.8818618698056
2017-02-16	EM.outlet.DO..	Outlet	88.8482963071458
2017-02-17	EM.outlet.DO..	Outlet	88.5215224760694
2017-02-18	EM.outlet.DO..	Outlet	90.2379683555833
2017-02-19	EM.outlet.DO..	Outlet	89.0041717439306
2017-02-20	EM.outlet.DO..	Outlet	88.8419484571528
2017-02-21	EM.outlet.DO..	Outlet	87.3890479256667
2017-02-22	EM.outlet.DO..	Outlet	86.41689414175
2017-02-23	EM.outlet.DO..	Outlet	84.8765278782708
2017-02-24	EM.outlet.DO..	Outlet	87.4978937363611
2017-02-25	EM.outlet.DO..	Outlet	86.8602859724653
2017-02-26	EM.outlet.DO..	Outlet	87.3980875689792
2017-02-27	EM.outlet.DO..	Outlet	86.5016684319028
2017-02-28	EM.outlet.DO..	Outlet	86.2912171019306
2017-03-01	EM.outlet.DO..	Outlet	86.6768065077986
2017-03-02	EM.outlet.DO..	Outlet	87.3674604568403
2017-03-03	EM.outlet.DO..	Outlet	88.569859041125
2017-03-04	EM.outlet.DO..	Outlet	87.8343844386667
2017-03-05	EM.outlet.DO..	Outlet	86.9649892970764
2017-03-06	EM.outlet.DO..	Outlet	89.4095377327639
2017-03-07	EM.outlet.DO..	Outlet	90.0782932170208
2017-03-08	EM.outlet.DO..	Outlet	90.10241795175
2017-03-09	EM.outlet.DO..	Outlet	89.6168235225625
2017-03-10	EM.outlet.DO..	Outlet	90.5374291241736
2017-03-11	EM.outlet.DO..	Outlet	91.4912985935
2017-03-12	EM.outlet.DO..	Outlet	91.6928687212222
2017-03-13	EM.outlet.DO..	Outlet	91.7462780491667
2017-03-14	EM.outlet.DO..	Outlet	90.7214207217431
2017-03-15	EM.outlet.DO..	Outlet	89.913690938875
2017-03-16	EM.outlet.DO..	Outlet	88.2110417698264
2017-03-17	EM.outlet.DO..	Outlet	86.0445283728403
2017-03-18	EM.outlet.DO..	Outlet	87.1428724343096
2017-03-19	EM.outlet.DO..	Outlet	86.3647016267708
2017-03-20	EM.outlet.DO..	Outlet	85.0810955175069
2017-03-21	EM.outlet.DO..	Outlet	85.0985453589097
2017-03-22	EM.outlet.DO..	Outlet	87.7432439172639
2017-03-23	EM.outlet.DO..	Outlet	89.0703162808333
2017-03-24	EM.outlet.DO..	Outlet	88.0453724385972
2017-03-25	EM.outlet.DO..	Outlet	91.2036843907153
2017-03-26	EM.outlet.DO..	Outlet	92.4278251000145
2017-03-27	EM.outlet.DO..	Outlet	92.8865035228056
2017-03-28	EM.outlet.DO..	Outlet	91.8145936752639
2017-03-29	EM.outlet.DO..	Outlet	91.5967643929167
2017-03-30	EM.outlet.DO..	Outlet	90.6745186427917
2017-03-31	EM.outlet.DO..	Outlet	91.7202588732361
2017-04-01	EM.outlet.DO..	Outlet	92.0352499040486
2017-04-02	EM.outlet.DO..	Outlet	92.7039887571597
2017-04-03	EM.outlet.DO..	Outlet	93.3748118424861
2017-04-04	EM.outlet.DO..	Outlet	91.9293909619236
2017-04-05	EM.outlet.DO..	Outlet	91.3697639580417
2017-04-06	EM.outlet.DO..	Outlet	90.9586416374061
2017-04-07	EM.outlet.DO..	Outlet	88.7920477295486
2017-04-08	EM.outlet.DO..	Outlet	87.1423981830486
2017-04-09	EM.outlet.DO..	Outlet	88.4986860090625
2017-04-10	EM.outlet.DO..	Outlet	91.7229396309097
2017-04-11	EM.outlet.DO..	Outlet	92.3709183533958
2017-04-12	EM.outlet.DO..	Outlet	90.4040590164167
2017-04-13	EM.outlet.DO..	Outlet	91.9427431608194
2017-04-14	EM.outlet.DO..	Outlet	90.051318372882
2017-04-15	EM.outlet.DO..	Outlet	87.2442687401736
2017-04-16	EM.outlet.DO..	Outlet	90.5795796635
2017-04-17	EM.outlet.DO..	Outlet	90.8167824544514
2017-04-18	EM.outlet.DO..	Outlet	92.2037523820069
2017-04-19	EM.outlet.DO..	Outlet	93.0456074215208
2017-04-20	EM.outlet.DO..	Outlet	93.6761575446319
2017-04-21	EM.outlet.DO..	Outlet	92.342299509375
2017-04-22	EM.outlet.DO..	Outlet	93.0922370102083
2017-04-23	EM.outlet.DO..	Outlet	93.6266157900278
2017-04-24	EM.outlet.DO..	Outlet	89.87896258225
2017-04-25	EM.outlet.DO..	Outlet	88.38463845725
2017-04-26	EM.outlet.DO..	Outlet	90.2533231964167
2017-04-27	EM.outlet.DO..	Outlet	90.4367634414792
2017-04-28	EM.outlet.DO..	Outlet	87.9195160389236
2017-04-29	EM.outlet.DO..	Outlet	89.7430568131875
2017-04-30	EM.outlet.DO..	Outlet	91.5216691295764
2017-05-01	EM.outlet.DO..	Outlet	91.697130078875
2017-05-02	EM.outlet.DO..	Outlet	91.7502844361944
2017-05-03	EM.outlet.DO..	Outlet	90.6668551469583
2017-05-04	EM.outlet.DO..	Outlet	89.6462038617986
2017-05-05	EM.outlet.DO..	Outlet	88.7524019947778
2017-05-06	EM.outlet.DO..	Outlet	87.4373135970764
2017-05-07	EM.outlet.DO..	Outlet	87.0258198159028
2017-05-08	EM.outlet.DO..	Outlet	89.7117200590208
2017-05-09	EM.outlet.DO..	Outlet	91.5412926783472
2017-05-10	EM.outlet.DO..	Outlet	88.4089232243611
2017-05-11	EM.outlet.DO..	Outlet	87.1680452592986
2017-05-12	EM.outlet.DO..	Outlet	87.9793746403403
2017-05-13	EM.outlet.DO..	Outlet	88.6502715886875
2017-05-14	EM.outlet.DO..	Outlet	88.5735495046528
2017-05-15	EM.outlet.DO..	Outlet	90.5371638285486
2017-05-16	EM.outlet.DO..	Outlet	87.0340912302014
2017-05-17	EM.outlet.DO..	Outlet	88.821270990125
2017-05-18	EM.outlet.DO..	Outlet	88.034209441243
2017-05-19	EM.outlet.DO..	Outlet	87.8416499315903
2017-05-20	EM.outlet.DO..	Outlet	89.5853639332708
2017-05-21	EM.outlet.DO..	Outlet	90.1463779153194
2017-05-22	EM.outlet.DO..	Outlet	89.1008527920139
2017-05-23	EM.outlet.DO..	Outlet	88.470288976382
2017-05-24	EM.outlet.DO..	Outlet	89.4255258001667
2017-05-25	EM.outlet.DO..	Outlet	89.5003325830278
2017-05-26	EM.outlet.DO..	Outlet	88.7364127339236
2017-05-27	EM.outlet.DO..	Outlet	88.0617197193819
2017-05-28	EM.outlet.DO..	Outlet	87.6944449140278
2017-05-29	EM.outlet.DO..	Outlet	86.2248908178333
2017-05-30	EM.outlet.DO..	Outlet	83.7079035305833
2017-05-31	EM.outlet.DO..	Outlet	86.0798883191458
2017-06-01	EM.outlet.DO..	Outlet	89.4175832432986
2017-06-02	EM.outlet.DO..	Outlet	87.7089488484236
2017-06-03	EM.outlet.DO..	Outlet	87.1294125911875
2017-06-04	EM.outlet.DO..	Outlet	85.8697441627847
2017-06-05	EM.outlet.DO..	Outlet	85.9450386612361
2017-06-06	EM.outlet.DO..	Outlet	84.3278753210347
2017-06-07	EM.outlet.DO..	Outlet	84.6838823185069
2017-06-08	EM.outlet.DO..	Outlet	88.5359313813819
2017-06-09	EM.outlet.DO..	Outlet	86.2241894091181
2017-06-10	EM.outlet.DO..	Outlet	87.5176009603333
2017-06-11	EM.outlet.DO..	Outlet	87.5369035643819
2017-06-12	EM.outlet.DO..	Outlet	87.6596883194792
2017-06-13	EM.outlet.DO..	Outlet	88.8908149458958
2017-06-14	EM.outlet.DO..	Outlet	88.2940802828819
2017-06-15	EM.outlet.DO..	Outlet	87.0649314690764
2017-06-16	EM.outlet.DO..	Outlet	86.1105632417361
2017-06-17	EM.outlet.DO..	Outlet	85.5166395098958
2017-06-18	EM.outlet.DO..	Outlet	85.2954895014861
2017-06-19	EM.outlet.DO..	Outlet	84.1616460086042
2017-06-20	EM.outlet.DO..	Outlet	84.2686452838889
2017-06-21	EM.outlet.DO..	Outlet	86.5308808453194
2017-06-22	EM.outlet.DO..	Outlet	87.9798466256875
2017-06-23	EM.outlet.DO..	Outlet	87.5950954077153
2017-06-24	EM.outlet.DO..	Outlet	87.0112469015719
2017-06-25	EM.outlet.DO..	Outlet	88.2702045295694
2017-06-26	EM.outlet.DO..	Outlet	88.9048681738403
2017-06-27	EM.outlet.DO..	Outlet	88.1408092381458
2017-06-28	EM.outlet.DO..	Outlet	85.9882077888587
2017-06-29	EM.outlet.DO..	Outlet	86.1778870268542
2017-06-30	EM.outlet.DO..	Outlet	83.9023222061458
2017-07-01	EM.outlet.DO..	Outlet	84.5532526921389
2017-07-02	EM.outlet.DO..	Outlet	86.1218312879236
2017-07-03	EM.outlet.DO..	Outlet	83.9324872749653
2017-07-04	EM.outlet.DO..	Outlet	86.5235545217778
2017-07-05	EM.outlet.DO..	Outlet	87.2822436434444
2017-07-06	EM.outlet.DO..	Outlet	86.0830081318056
2017-07-07	EM.outlet.DO..	Outlet	89.7581333556111
2017-07-08	EM.outlet.DO..	Outlet	91.1783951890555
2017-07-09	EM.outlet.DO..	Outlet	90.3836640897083
2017-07-10	EM.outlet.DO..	Outlet	86.5757096796806
2017-07-11	EM.outlet.DO..	Outlet	87.5132574005972
2017-07-12	EM.outlet.DO..	Outlet	87.9692524487153
2017-07-13	EM.outlet.DO..	Outlet	88.2018132159861
2017-07-14	EM.outlet.DO..	Outlet	87.7055053755278
2017-07-15	EM.outlet.DO..	Outlet	86.4909745806736
2017-07-16	EM.outlet.DO..	Outlet	88.54523162275
2017-07-17	EM.outlet.DO..	Outlet	91.1675884876597
2017-07-18	EM.outlet.DO..	Outlet	90.6760485702778
2017-07-19	EM.outlet.DO..	Outlet	88.807541886875
2017-07-20	EM.outlet.DO..	Outlet	88.4399168709792
2017-07-21	EM.outlet.DO..	Outlet	88.4183009269514
2017-07-22	EM.outlet.DO..	Outlet	89.4593781668611
2017-07-23	EM.outlet.DO..	Outlet	87.5536290681875
2017-07-24	EM.outlet.DO..	Outlet	91.3524994939236
2017-07-25	EM.outlet.DO..	Outlet	88.4747383693264
2017-07-26	EM.outlet.DO..	Outlet	88.8232001005417
2017-07-27	EM.outlet.DO..	Outlet	89.1022698533125
2017-07-28	EM.outlet.DO..	Outlet	89.8846274794444
2017-07-29	EM.outlet.DO..	Outlet	88.7540096097569
2017-07-30	EM.outlet.DO..	Outlet	89.1198970131597
2017-07-31	EM.outlet.DO..	Outlet	91.5201359009236
2017-08-01	EM.outlet.DO..	Outlet	91.2939549430417
2017-08-02	EM.outlet.DO..	Outlet	90.6362388887986
2017-08-03	EM.outlet.DO..	Outlet	84.9163652518264
2017-08-04	EM.outlet.DO..	Outlet	88.2193202524305
2017-08-05	EM.outlet.DO..	Outlet	89.8111715240347
2017-08-06	EM.outlet.DO..	Outlet	90.2900051064375
2017-08-07	EM.outlet.DO..	Outlet	89.7831230005347
2017-08-08	EM.outlet.DO..	Outlet	87.8880118525694
2017-08-09	EM.outlet.DO..	Outlet	85.1212610847917
2017-08-10	EM.outlet.DO..	Outlet	85.6663943147361
2017-08-11	EM.outlet.DO..	Outlet	84.6334459651042
2017-08-12	EM.outlet.DO..	Outlet	85.4788156099722
2017-08-13	EM.outlet.DO..	Outlet	87.7553421764792
2017-08-14	EM.outlet.DO..	Outlet	90.037676815375
2017-08-15	EM.outlet.DO..	Outlet	86.8616839966528
2017-08-16	EM.outlet.DO..	Outlet	87.5332148139514
2017-08-17	EM.outlet.DO..	Outlet	88.4931907408125
2017-08-18	EM.outlet.DO..	Outlet	86.4678150113403
2017-08-19	EM.outlet.DO..	Outlet	84.8532412732569
2017-08-20	EM.outlet.DO..	Outlet	90.0704391973819
2017-08-21	EM.outlet.DO..	Outlet	89.6173889631538
2017-08-22	EM.outlet.DO..	Outlet	88.7786351940556
2017-08-23	EM.outlet.DO..	Outlet	87.6949689531805
2017-08-24	EM.outlet.DO..	Outlet	87.9622384470703
2017-08-25	EM.outlet.DO..	Outlet	88.6067859932847
2017-08-26	EM.outlet.DO..	Outlet	92.0182088562222
2017-08-27	EM.outlet.DO..	Outlet	92.3392053979028
2017-08-28	EM.outlet.DO..	Outlet	92.2347439086528
2017-08-29	EM.outlet.DO..	Outlet	88.8834731410486
2017-08-30	EM.outlet.DO..	Outlet	86.3949739190903
2017-08-31	EM.outlet.DO..	Outlet	88.801307370375
2017-09-01	EM.outlet.DO..	Outlet	91.4442715789722
2017-09-02	EM.outlet.DO..	Outlet	90.9302552428472
2017-09-03	EM.outlet.DO..	Outlet	91.2405275786597
2017-09-04	EM.outlet.DO..	Outlet	91.3417026147361
2017-09-05	EM.outlet.DO..	Outlet	90.5443298410556
2017-09-06	EM.outlet.DO..	Outlet	87.3299496795
2017-09-07	EM.outlet.DO..	Outlet	90.8136132000347
2017-09-08	EM.outlet.DO..	Outlet	88.8520028181597
2017-09-09	EM.outlet.DO..	Outlet	87.9433179380625
2017-09-10	EM.outlet.DO..	Outlet	90.4873573669722
2017-09-11	EM.outlet.DO..	Outlet	88.3500258755417
2017-09-12	EM.outlet.DO..	Outlet	91.4841408323194
2017-09-13	EM.outlet.DO..	Outlet	85.2936361893681
2017-09-14	EM.outlet.DO..	Outlet	85.7782917201398
2017-09-15	EM.outlet.DO..	Outlet	86.4230308706111
2017-09-16	EM.outlet.DO..	Outlet	88.3056247561736
2017-09-17	EM.outlet.DO..	Outlet	90.4865495952986
2017-09-18	EM.outlet.DO..	Outlet	90.1950829616597
2017-09-19	EM.outlet.DO..	Outlet	88.2647047381806
2017-09-20	EM.outlet.DO..	Outlet	87.1816005282847
2017-09-21	EM.outlet.DO..	Outlet	89.9392190604167
2017-09-22	EM.outlet.DO..	Outlet	90.6675193275556
2017-09-23	EM.outlet.DO..	Outlet	90.0335203407014
2017-09-24	EM.outlet.DO..	Outlet	89.8766851292222
2017-09-25	EM.outlet.DO..	Outlet	90.3448086345694
2017-09-26	EM.outlet.DO..	Outlet	91.2539431627292
2017-09-27	EM.outlet.DO..	Outlet	92.9470478994167
2017-09-28	EM.outlet.DO..	Outlet	92.0170891168264
2017-09-29	EM.outlet.DO..	Outlet	91.726563970625
2017-09-30	EM.outlet.DO..	Outlet	92.9960092182847
2017-10-01	EM.outlet.DO..	Outlet	93.2825459588542
2017-10-02	EM.outlet.DO..	Outlet	88.7875137780903
2017-10-03	EM.outlet.DO..	Outlet	88.9644709602222
2017-10-04	EM.outlet.DO..	Outlet	87.9253169774097
2017-10-05	EM.outlet.DO..	Outlet	82.3133902174167
2017-10-06	EM.outlet.DO..	Outlet	87.196373213125
2017-10-07	EM.outlet.DO..	Outlet	86.0043182685139
2017-10-08	EM.outlet.DO..	Outlet	89.165529940875
2017-10-09	EM.outlet.DO..	Outlet	89.7320725596528
2017-10-10	EM.outlet.DO..	Outlet	88.5698818838264
2017-10-11	EM.outlet.DO..	Outlet	86.8115933283194
2017-10-12	EM.outlet.DO..	Outlet	86.2283760622292
2017-10-13	EM.outlet.DO..	Outlet	91.9672530981111
2017-10-14	EM.outlet.DO..	Outlet	89.1883463037292
2017-10-15	EM.outlet.DO..	Outlet	90.2543101676111
2017-10-16	EM.outlet.DO..	Outlet	89.2537349015069
2017-10-17	EM.outlet.DO..	Outlet	88.2738078148681
2017-10-18	EM.outlet.DO..	Outlet	87.1634501067153
2017-10-19	EM.outlet.DO..	Outlet	89.6127064216736
2017-10-20	EM.outlet.DO..	Outlet	89.6511316594097
2017-10-21	EM.outlet.DO..	Outlet	90.0340754040069
2017-10-22	EM.outlet.DO..	Outlet	85.9788661011613
2017-10-23	EM.outlet.DO..	Outlet	87.5013287049792
2017-10-24	EM.outlet.DO..	Outlet	87.0912605955
2017-10-25	EM.outlet.DO..	Outlet	87.3002870933819
2017-10-26	EM.outlet.DO..	Outlet	85.1226473807431
2017-10-27	EM.outlet.DO..	Outlet	84.6079129666458
2017-10-28	EM.outlet.DO..	Outlet	87.6910634817569
2017-10-29	EM.outlet.DO..	Outlet	88.6910230969333
2017-10-30	EM.outlet.DO..	Outlet	84.9353923473125
2017-10-31	EM.outlet.DO..	Outlet	83.6607659576736
2017-11-01	EM.outlet.DO..	Outlet	84.8455889766875
2017-11-02	EM.outlet.DO..	Outlet	84.9226233101389
