Date	Flow_influent_[m3/d]	Flow_influent_to_bio[m3/d]	pH_influent	Conductivity_influent_[mS/cm]	Temperature_[C]	SS_influent_[mg/l]	VSS_influent_[mg/l]	COD_influent_[mg/l]	COD_influent_filtered_[mg/l]	BOD5_influent_[mg/l]	N_tot_influent_[mg/l]	NH4_N_influent_[mg/l]	P_tot_influent_[mg/l]	PO4_P_influent_[mg/l]	VSS_tank_[mg/l]	COD_tank_[mg/l]	SV_[ml/l]	SVI_[ml/g]	DSV_[ml/l]	DSVI_[ml/g]	Filament_Index	DO_Line_A_setpoint_[mg/l]	DO_Line_A_value_[mg/l]	DO_Line_B_setpoint_[mg/l]	DO_Line_B_value_[mg/l]	DO_Line_C_setpoint_[mg/l]	SS_tank_Line_A_[g/l]	SS_tank_Line_B_[g/l]	SS_tank_Line_C_[g/l]	DO_Line_A_setpoint_[mg/l]	DO_Line_A_value_[mg/l]	DO_Line_B_setpoint_[mg/l]	DO_Line_B_value_[mg/l]	DO_Line_C_setpoint_[mg/l]	DO_Line_C_value_[mg/l]	Fe_to_bio_[l/d]	Fe_effluent_tank_A_[l/d]	Fe_effluent_tank_B_[l/d]	Fe_effluent_tank_C_[l/d]	Flow_out_[m3/d]	SS_out_[mg/l]	COD_out_[mg/l]	COD_filtered_out_[mg/l]	BOD5_out_[mg/l]	N_tot_out_[mg/l]	NH4_N_out_[mg/l]	NO3_N_out_[mg/l]	P_tot_out_[mg/l]	PO4_P_out_[mg/l]
29-08-2018	123227,8	      NA	8,389752	2,5324656	20,188792	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,22358	0,4769716	1,822222	0,4303109	1,826335	2,529934	2,882797	2,48E+00	2,22358	0,4769716	1,822222	0,4303109	1,826335	0,6184136	2,84E-01	8,57E+02	8,57E+02	8,57E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
30-08-2018	358631,08	      NA	8,327465	1,3879902	19,494379	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,47514	0,3581006	2,138424	0,2959654	2,152666	2,546174	2,892247	2,66E+00	2,47514	0,3581006	2,138424	0,2959654	2,152666	0,4259339	3,05E-01	1,57E+03	1,54E+03	1,52E+03	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
31-08-2018	137762,12	      NA	8,385582	1,9296091	19,832394	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,29407	0,4863227	1,900557	0,374957	1,942891	2,849561	3,372273	2,77E+00	2,29407	0,4863227	1,900557	0,374957	1,942891	0,5816799	0,00E+00	8,41E+02	8,40E+02	8,40E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
01-09-2018	113605,2	      NA	8,28778	2,316792	20,321414	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,236553	0,4555121	1,827188	0,3944828	1,842981	2,709297	3,049248	2,64E+00	2,236553	0,4555121	1,827188	0,3944828	1,842981	0,6042182	0,00E+00	8,40E+02	8,40E+02	8,40E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
02-09-2018	109997,38	      NA	8,26672	2,3391853	20,51125	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,224681	0,4890465	1,871839	0,3738408	1,901611	2,532142	2,840907	2,63E+00	2,224681	0,4890465	1,871839	0,3738408	1,901611	0,5836312	0,00E+00	8,47E+02	8,40E+02	8,40E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
03-09-2018	116918,3	      NA	8,338527	2,3704014	20,414531	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,309517	0,4705521	1,965708	0,3459574	1,848005	2,584608	2,879958	2,66E+00	2,309517	0,4705521	1,965708	0,3459574	1,848005	0,5830472	0,00E+00	8,79E+02	8,40E+02	8,39E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
04-09-2018	119008,46	      NA	8,318163	2,4274148	20,283437	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,303129	0,4877273	1,937736	0,3440329	1,87618	2,61018	3,611999	2,66E+00	2,303129	0,4877273	1,937736	0,3440329	1,87618	0,5716302	0,00E+00	9,37E+02	8,40E+02	8,39E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
05-09-2018	118656,08	      NA	8,323604	2,3620105	20,366425	333	282	    NA	283	496	    NA	47,45	    NA	5,16	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,318253	0,4752834	1,963854	0,3315659	1,840114	2,472345	2,744448	2,47E+00	2,318253	0,4752834	1,963854	0,3315659	1,840114	0,5708127	0,00E+00	8,56E+02	8,40E+02	8,40E+02	118635	4,13	35	33	1,7	5,6	3,82	0,46	0,2	0,12
06-09-2018	127587,16	      NA	8,302261	2,3487086	20,382265	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,330856	0,4777778	1,962851	0,3279436	1,877011	2,396412	2,663471	2,44E+00	2,330856	0,4777778	1,962851	0,3279436	1,877011	0,5476123	0,00E+00	8,42E+02	8,40E+02	8,41E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
07-09-2018	137851,68	      NA	8,287489	2,0656655	20,090734	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,438033	0,4852025	2,070654	0,3262826	2,019345	2,419212	2,677147	2,51E+00	2,438033	0,4852025	2,070654	0,3262826	2,019345	0,5603107	0,00E+00	8,40E+02	8,40E+02	8,40E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
08-09-2018	113813,96	      NA	8,267548	2,1674751	20,160706	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,289443	0,4838942	1,88713	0,3267075	1,833376	2,413602	2,698314	2,45E+00	2,289443	0,4838942	1,88713	0,3267075	1,833376	0,5381523	0,00E+00	8,40E+02	8,40E+02	8,40E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
09-09-2018	115746,13	      NA	8,2766	2,173846	20,218761	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,310814	0,4919084	1,927468	0,2965604	1,886512	2,481282	2,685918	2,41E+00	2,310814	0,4919084	1,927468	0,2965604	1,886512	0,5546953	0,00E+00	8,40E+02	8,40E+02	8,40E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
10-09-2018	117964,46	      NA	8,296563	2,2116396	20,296483	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,308205	0,571964	1,923387	0,5952653	1,898991	2,552898	2,73045	2,49E+00	2,308205	0,571964	1,923387	0,5952653	1,898991	0,524311	1,13E-04	8,40E+02	8,40E+02	8,40E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
11-09-2018	170710,59	      NA	8,259822	1,742824	19,894087	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,573941	0,6381466	2,191336	0,732973	2,132435	2,469658	2,660707	2,49E+00	2,573941	0,6381466	2,191336	0,732973	2,132435	0,6076003	0,00E+00	9,34E+02	8,40E+02	8,40E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
12-09-2018	140384,75	      NA	8,412442	2,2130972	19,753861	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,325399	0,5501132	1,942922	0,7	1,854545	2,678738	2,930153	2,60E+00	2,325399	0,5501132	1,942922	0,7	1,854545	0,5959469	0,00E+00	8,42E+02	8,40E+02	8,40E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
13-09-2018	120306,97	      NA	8,417396	2,536701	20,066537	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,353221	0,5162741	1,923815	0,692428	1,841162	2,632196	2,898008	2,61E+00	2,353221	0,5162741	1,923815	0,692428	1,841162	0,5726293	0,00E+00	8,40E+02	8,40E+02	8,40E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
14-09-2018	121188,58	      NA	8,355086	2,3667656	20,001907	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,377025	0,5328816	1,95707	0,7211075	1,899038	2,698349	2,916473	2,60E+00	2,377025	0,5328816	1,95707	0,7211075	1,899038	0,5729286	0,00E+00	8,40E+02	8,40E+02	8,40E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
15-09-2018	131430,95	      NA	8,336145	2,0655151	19,589671	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,432727	0,5135387	1,967751	0,7057983	1,942094	2,61286	2,886532	2,71E+00	2,432727	0,5135387	1,967751	0,7057983	1,942094	0,5612994	0,00E+00	8,42E+02	8,40E+02	8,40E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
16-09-2018	113154,02	      NA	8,332778	2,1638617	19,626764	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,381166	0,4720492	1,879824	0,6895833	1,848368	2,713834	2,923585	2,72E+00	2,381166	0,4720492	1,879824	0,6895833	1,848368	0,5593705	1,13E-04	8,40E+02	8,40E+02	8,40E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
17-09-2018	119711,39	      NA	8,379365	2,1857222	19,894183	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,528466	0,4893275	1,911638	0,6669951	1,960815	2,895836	3,056731	2,88E+00	2,528466	0,4893275	1,911638	0,6669951	1,960815	0,5319225	0,00E+00	9,51E+02	8,40E+02	8,40E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
18-09-2018	116573,33	      NA	8,315974	2,2344981	20,119575	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,368992	0,4767309	1,935057	0,6835809	1,912291	2,80113	2,965703	2,75E+00	2,368992	0,4767309	1,935057	0,6835809	1,912291	0,5280565	0,00E+00	8,40E+02	8,40E+02	8,40E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
19-09-2018	118011,3	      NA	8,334993	2,1799418	20,062177	475	414	960	240	541	74	53,82	9,5	6,06	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,326623	0,489511	1,903267	0,6586601	1,907771	2,712088	2,887557	2,66E+00	2,326623	0,489511	1,903267	0,6586601	1,907771	0,5123571	0,00E+00	8,40E+02	8,41E+02	8,41E+02	117964	3,9	31	31	1,7	5,2	2,65	0,48	0,3	0,19
20-09-2018	117355,93	      NA	8,362414	2,3754364	20,119935	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,413476	0,4872714	1,95736	0,6778049	1,921086	2,691215	2,925782	2,67E+00	2,413476	0,4872714	1,95736	0,6778049	1,921086	0,5549326	0,00E+00	8,40E+02	8,40E+02	8,40E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
21-09-2018	159831,8	      NA	8,274922	1,9423264	19,627575	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,583965	0,5260558	2,118078	0,6426282	2,127842	2,770544	3,031892	2,77E+00	2,583965	0,5260558	2,118078	0,6426282	2,127842	0,4955088	1,63E-03	1,11E+03	1,00E+03	1,02E+03	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
22-09-2018	160939,85	      NA	8,342952	3,6596523	19,126184	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,606079	0,5621942	2,140825	0,7389706	2,15	2,769168	3,083916	2,77E+00	2,606079	0,5621942	2,140825	0,7389706	2,15	0,6159768	0,00E+00	8,85E+02	8,42E+02	8,42E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
23-09-2018	158892,37	      NA	8,375496	3,6312309	19,513247	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,344718	0,5409692	1,923059	0,7155172	1,828651	2,7387	3,001687	2,67E+00	2,344718	0,5409692	1,923059	0,7155172	1,828651	0,5767714	0,00E+00	9,48E+02	9,28E+02	9,39E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
24-09-2018	243789,25	      NA	8,580057	1,5953598	16,399152	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	2660	4100	525	169,793	130	105,11	  NA	2,53699	0,5423326	2,155801	0,7339496	2,12807	2,663163	3,119886	2,76E+00	2,53699	0,5423326	2,155801	0,7339496	2,12807	0,5739508	5,06E-04	1,21E+03	1,20E+03	1,18E+03	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
25-09-2018	120461,01	      NA	8,536776	2,4495481	18,782184	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,296916	0,5678211	1,826795	1,2987531	1,811158	2,870853	3,274767	2,83E+00	2,296916	0,5678211	1,826795	1,2987531	1,811158	0,5779516	1,80E-03	8,40E+02	8,40E+02	8,40E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
26-09-2018	117540,21	      NA	8,518888	2,3817609	19,341323	445	384	798	237	541	66,6	53,82	9,25	5,03	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,331711	0,5809834	1,992346	0,8814385	1,837758	2,837347	3,20505	2,88E+00	2,331711	0,5809834	1,992346	0,8814385	1,837758	0,5783593	0,00E+00	8,40E+02	8,40E+02	8,40E+02	    NA	3,5	26,4	25,1	   NA	2,72	0,72	0,37	0,17	0,08
27-09-2018	119446,84	      NA	7,74647	3,6514806	19,414357	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,358533	0,6106137	1,923481	0,8145425	1,873114	2,897895	3,103016	2,83E+00	2,358533	0,6106137	1,923481	0,8145425	1,873114	0,6102546	0,00E+00	8,40E+02	8,40E+02	8,40E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
28-09-2018	120135,71	      NA	7,619545	3,9974831	19,428846	446	387	893	310,5	572	59,8	49,92	9,2	2,815	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,321236	0,6255864	1,961273	0,7519405	1,89884	2,8927	3,125198	2,93E+00	2,321236	0,6255864	1,961273	0,7519405	1,89884	0,615767	0,00E+00	8,40E+02	8,40E+02	8,40E+02	    NA	3	30,85	28,75	0	3,165	0,91	0,38	0,275	0,12
29-09-2018	109244,91	      NA	7,598301	3,4168624	19,486109	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,333657	0,5681429	1,907931	0,7307756	1,87129	2,878961	3,011006	2,97E+00	2,333657	0,5681429	1,907931	0,7307756	1,87129	0,6041488	0,00E+00	8,40E+02	8,40E+02	8,40E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
30-09-2018	115276,34	      NA	7,579467	2,9737197	19,372486	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,315198	0,5594536	1,927824	0,6919313	1,867875	2,964662	2,746704	2,74E+00	2,315198	0,5594536	1,927824	0,6919313	1,867875	0,5680086	0,00E+00	8,40E+02	8,40E+02	8,40E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
01-10-2018	121452,63	      NA	7,544064	3,0341473	19,252924	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,384548	0,521393	1,963246	0,6959009	1,870844	3,143199	2,953327	2,78E+00	2,384548	0,521393	1,963246	0,6959009	1,870844	0,5561341	0,00E+00	8,40E+02	8,40E+02	8,40E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
02-10-2018	176560,1	      NA	7,651348	2,5966186	18,155467	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,590446	0,642806	2,131192	0,7537387	2,099577	3,130947	3,067398	2,84E+00	2,590446	0,642806	2,131192	0,7537387	2,099577	0,6380342	0,00E+00	8,41E+02	8,40E+02	8,40E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
03-10-2018	134779,65	      NA	7,760307	3,936889	18,230421	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,350362	0,5479393	1,946321	0,7797263	1,876802	3,24282	3,170241	2,98E+00	2,350362	0,5479393	1,946321	0,7797263	1,876802	0,6325127	0,00E+00	8,40E+02	8,40E+02	8,40E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
04-10-2018	123229,11	      NA	7,7411	3,2211031	18,913776	333	286	820	240	541	73	50,57	8,9	4,99	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,406276	0,5551749	1,946416	0,7674281	1,876215	3,358072	3,174397	2,91E+00	2,406276	0,5551749	1,946416	0,7674281	1,876215	0,6395549	0,00E+00	8,40E+02	8,40E+02	8,40E+02	123230	3,3	38	32	1,4	2,2	0,65	0,42	0,17	0,09
05-10-2018	124510,03	      NA	7,637665	2,9486001	18,943074	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,349194	0,5456958	1,944056	0,763799	1,880637	3,39811	3,184684	2,98E+00	2,349194	0,5456958	1,944056	0,763799	1,880637	0,6254649	6,19E-04	8,40E+02	8,40E+02	8,40E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
06-10-2018	203246,26	      NA	7,565513	2,8350932	18,53154	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,332068	0,4566107	1,932604	0,7438521	1,857741	3,386359	3,067736	3,02E+00	2,332068	0,4566107	1,932604	0,7438521	1,857741	0,5849929	0,00E+00	1,02E+03	9,89E+02	1,00E+03	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
07-10-2018	182817,31	      NA	7,685615	1,7236782	16,652524	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,506323	0,4495245	2,147703	0,7190605	2,114628	4,252016	3,452704	2,94E+00	2,506323	0,4495245	2,147703	0,7190605	2,114628	0,5471147	4,50E-04	1,08E+03	1,05E+03	1,03E+03	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
08-10-2018	117689,19	      NA	7,68042	2,7566946	18,623038	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,193263	1,3275988	2,098728	0,7355049	1,91787	4,697028	3,56151	3,17E+00	2,193263	1,3275988	2,098728	0,7355049	1,91787	0,5536293	0,00E+00	8,40E+02	8,40E+02	8,40E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
09-10-2018	115559,9	      NA	7,735931	2,835494	18,821236	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,31582	0,4160029	1,974894	0,8088235	1,870619	4,568687	3,364859	3,08E+00	2,31582	0,4160029	1,974894	0,8088235	1,870619	0,5589816	0,00E+00	8,40E+02	8,40E+02	8,40E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
10-10-2018	116828,54	      NA	7,75971	2,7874684	19,007492	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,303644	0,4567719	1,980785	0,8147568	1,849566	4,646282	3,347957	3,02E+00	2,303644	0,4567719	1,980785	0,8147568	1,849566	0,5870555	0,00E+00	8,40E+02	8,40E+02	8,40E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
11-10-2018	113928,85	      NA	7,682416	2,717555	19,031407	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	3188	5234	880	224,261	150	114,6789	3	2,327346	0,452963	1,974466	0,756229	1,836594	4,877725	3,240887	2,87E+00	2,327346	0,452963	1,974466	0,756229	1,836594	0,5294242	0,00E+00	8,40E+02	8,40E+02	8,40E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
12-10-2018	112280,75	      NA	7,608923	2,7292052	19,136354	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,302926	0,4493562	1,970474	0,7233447	1,859975	4,342184	3,2747	3,02E+00	2,302926	0,4493562	1,970474	0,7233447	1,859975	0,475268	0,00E+00	8,40E+02	8,40E+02	8,40E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
13-10-2018	108294,25	      NA	7,566835	2,764835	19,225652	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,316949	0,4300993	2,011955	0,6677258	1,867193	3,804447	3,100039	3,13E+00	2,316949	0,4300993	2,011955	0,6677258	1,867193	0,4719085	0,00E+00	8,40E+02	8,40E+02	8,40E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
14-10-2018	104245,11	      NA	7,524598	2,7889748	19,065771	403	352	963	279	524	62,1	50,44	9,7	5,4	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,290247	0,3909697	1,942381	0,6046592	1,853907	3,939365	3,13204	3,08E+00	2,290247	0,3909697	1,942381	0,6046592	1,853907	0,435533	0,00E+00	8,40E+02	8,40E+02	8,40E+02	    NA	3,3	34,3	29,6	0,6	4,11	1,66	0,4	0,32	0,18
15-10-2018	108647,51	      NA	7,530202	2,8059521	19,059156	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,263743	0,4073099	1,928147	0,6322944	1,855711	3,773639	3,111548	3,00E+00	2,263743	0,4073099	1,928147	0,6322944	1,855711	0,4522334	0,00E+00	8,40E+02	8,40E+02	8,40E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
16-10-2018	106665,61	      NA	7,350123	2,6801822	18,235107	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,250667	0,4298984	1,924167	0,6498273	1,846452	3,637942	3,002311	2,98E+00	2,250667	0,4298984	1,924167	0,6498273	1,846452	0,4606105	0,00E+00	8,40E+02	8,40E+02	8,40E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
17-10-2018	109879,84	      NA	7,049824	2,4336256	17,171592	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,284397	0,4413169	1,976923	0,6716495	1,831671	3,652004	3,271986	2,95E+00	2,284397	0,4413169	1,976923	0,6716495	1,831671	0,4540057	0,00E+00	8,40E+02	8,40E+02	8,40E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
18-10-2018	103715,23	      NA	7,566017	2,7540065	18,827552	397	332	886	298	530	65,4	49,66	9,6	5,22	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,273333	0,399115	1,985833	0,7156195	1,799865	3,797614	2,871995	3,03E+00	2,273333	0,399115	1,985833	0,7156195	1,799865	0,4687591	0,00E+00	8,40E+02	8,40E+02	8,40E+02	103715	2,9	38	34	1,9	3,6	1,76	0,51	0,27	0,17
19-10-2018	114156,09	      NA	7,656952	2,6393702	18,703791	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,256904	0,4677396	1,997751	0,8170543	1,840496	3,078095	2,829979	2,57E+00	2,256904	0,4677396	1,997751	0,8170543	1,840496	0,5022906	0,00E+00	8,40E+02	8,40E+02	8,40E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
20-10-2018	111265,36	      NA	7,58757	2,4486772	18,398103	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,300152	0,4709445	1,915104	0,7976043	1,82	2,830088	2,768497	2,52E+00	2,300152	0,4709445	1,915104	0,7976043	1,82	0,5182461	0,00E+00	8,40E+02	8,40E+02	8,40E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
21-10-2018	114498,74	      NA	7,52806	2,4509856	18,487075	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,305918	0,4722714	2,012965	0,7942207	1,853296	2,47837	2,822868	2,63E+00	2,305918	0,4722714	2,012965	0,7942207	1,853296	0,4893602	0,00E+00	8,40E+02	8,40E+02	8,40E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
22-10-2018	201765,17	      NA	7,579636	2,5086241	17,761749	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,837023	1,576249	2,29727	0,9098943	2,231451	1,310793	2,932952	2,78E+00	1,837023	1,576249	2,29727	0,9098943	2,231451	0,5920056	5,34E-04	9,08E+02	1,02E+03	9,30E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
