Date	Flow_influent_[m3/d]	Flow_influent_to_bio[m3/d]	pH_influent	Conductivity_influent_[mS/cm]	Temperature_[C]	SS_influent_[mg/l]	VSS_influent_[mg/l]	COD_influent_[mg/l]	COD_influent_filtered_[mg/l]	BOD5_influent_[mg/l]	N_tot_influent_[mg/l]	NH4_N_influent_[mg/l]	P_tot_influent_[mg/l]	PO4_P_influent_[mg/l]	VSS_tank_[mg/l]	COD_tank_[mg/l]	SV_[ml/l]	SVI_[ml/g]	DSV_[ml/l]	DSVI_[ml/g]	Filament_Index	DO_Line_A_setpoint_[mg/l]	DO_Line_A_value_[mg/l]	DO_Line_B_setpoint_[mg/l]	DO_Line_B_value_[mg/l]	DO_Line_C_setpoint_[mg/l]	SS_tank_Line_A_[g/l]	SS_tank_Line_B_[g/l]	SS_tank_Line_C_[g/l]	DO_Line_A_setpoint_[mg/l]	DO_Line_A_value_[mg/l]	DO_Line_B_setpoint_[mg/l]	DO_Line_B_value_[mg/l]	DO_Line_C_setpoint_[mg/l]	DO_Line_C_value_[mg/l]	Fe_to_bio_[l/d]	Fe_effluent_tank_A_[l/d]	Fe_effluent_tank_B_[l/d]	Fe_effluent_tank_C_[l/d]	Flow_out_[m3/d]	SS_out_[mg/l]	COD_out_[mg/l]	COD_filtered_out_[mg/l]	BOD5_out_[mg/l]	N_tot_out_[mg/l]	NH4_N_out_[mg/l]	NO3_N_out_[mg/l]	P_tot_out_[mg/l]	PO4_P_out_[mg/l]
23-03-2017	129419,43	243395,5	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,848	0,5888727	1,964065	0,9460916	1,943472	5,143782	4,834984	4,46E+00	1,848	0,5888727	1,964065	0,9460916	1,943472	0,46686	2,73E+03	3,68E+02	3,66E+02	3,66E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
24-03-2017	129585,81	243993,4	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,955219	0,633142	2,093858	0,9269279	1,960834	5,200524	4,879444	4,49E+00	1,955219	0,633142	2,093858	0,9269279	1,960834	0,4638928	2,72E+03	3,69E+02	3,66E+02	3,65E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
25-03-2017	125137,18	234311	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,92986	0,5925493	2,047778	0,8680628	1,976788	5,232648	4,875151	4,53E+00	1,92986	0,5925493	2,047778	0,8680628	1,976788	0,4386935	2,71E+03	3,68E+02	3,66E+02	3,65E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
26-03-2017	119661,85	230288,5	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,943279	0,5180091	2,055352	0,781719	1,946834	5,319675	4,979847	4,61E+00	1,943279	0,5180091	2,055352	0,781719	1,946834	0,4101218	2,71E+03	3,69E+02	3,64E+02	3,64E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
27-03-2017	131050,44	251814,5	      NA	       NA	       NA	360	310	850	240	   NA	69	52	8,8	5,4	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,916862	0,5289552	2,007949	0,7363402	1,967585	5,460152	5,135177	4,78E+00	1,916862	0,5289552	2,007949	0,7363402	1,967585	0,4116328	2,71E+03	3,70E+02	3,65E+02	3,65E+02	    NA	5	34	33	2,6	4,4	2	0,67	0,27	0,033
28-03-2017	124134,07	249930,4	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,944648	0,5217893	2,031663	0,7394768	1,960546	5,616097	5,326199	4,87E+00	1,944648	0,5217893	2,031663	0,7394768	1,960546	0,4369628	2,69E+03	3,70E+02	3,67E+02	3,67E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
29-03-2017	144084,28	285448,9	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,031849	0,5329912	2,125644	0,7655257	2,147327	5,465261	5,207783	4,89E+00	2,031849	0,5329912	2,125644	0,7655257	2,147327	0,4653734	2,68E+03	3,75E+02	3,69E+02	4,40E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
30-03-2017	207777,27	360261,3	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,211155	0,5394461	2,189197	0,7935393	2,228911	5,09205	4,836406	4,52E+00	2,211155	0,5394461	2,189197	0,7935393	2,228911	0,5348112	1,16E+03	7,94E+02	8,03E+02	7,47E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
31-03-2017	125767,31	263530,5	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,935057	0,5154497	1,954085	0,8547425	1,987349	5,680257	5,44087	4,98E+00	1,935057	0,5154497	1,954085	0,8547425	1,987349	0,5384743	9,86E+02	5,87E+02	3,68E+02	3,66E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
01-04-2017	139806,58	273324,2	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,031944	0,5204006	2,051857	0,7335019	1,970981	5,49299	5,221204	4,84E+00	2,031944	0,5204006	2,051857	0,7335019	1,970981	0,5268352	9,45E+02	1,09E+03	3,66E+02	3,65E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
02-04-2017	136941	273155,3	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,96922	0,5493459	2,132641	0,809047	2,035989	5,455148	5,190005	4,76E+00	1,96922	0,5493459	2,132641	0,809047	2,035989	0,5528939	9,56E+02	1,09E+03	3,67E+02	3,66E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
03-04-2017	123226,32	244504,8	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,016779	0,5230769	2,073234	0,8119605	1,890924	5,446655	5,184896	4,65E+00	2,016779	0,5230769	2,073234	0,8119605	1,890924	0,4867876	9,59E+02	1,04E+03	3,67E+02	3,63E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
04-04-2017	143365,44	273615,4	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,150991	0,5457017	2,024592	0,7990577	1,948393	5,276016	5,017171	4,61E+00	2,150991	0,5457017	2,024592	0,7990577	1,948393	0,4920218	9,85E+02	1,13E+03	3,66E+02	3,66E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
05-04-2017	121202,17	234155,6	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,051746	0,4470203	2,084321	0,816285	1,791128	5,356803	5,040917	4,68E+00	2,051746	0,4470203	2,084321	0,816285	1,791128	0,4960074	9,94E+02	9,87E+02	3,66E+02	4,17E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
06-04-2017	152111,86	287127,7	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,21	0,5120974	2,195793	0,911902	1,897823	5,075529	4,855701	4,50E+00	2,21	0,5120974	2,195793	0,911902	1,897823	0,5616006	9,81E+02	1,21E+03	3,74E+02	3,65E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
07-04-2017	137102,11	258474,2	      NA	       NA	       NA	350	310	760	240	320	72	50	9,4	5,1	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,102244	0,606599	2,15679	0,8591294	1,859641	5,125938	4,838092	4,46E+00	2,102244	0,606599	2,15679	0,8591294	1,859641	0,5014504	9,61E+02	4,79E+02	3,66E+02	3,64E+02	    NA	4,4	31	29	2,6	4,7	1,2	2,3	0,18	0,024
08-04-2017	129452,7	242726,3	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,216521	0,4721937	2,167239	0,8145631	1,855825	5,055535	4,711375	4,40E+00	2,216521	0,4721937	2,167239	0,8145631	1,855825	0,5092451	9,19E+02	9,61E+02	3,67E+02	3,64E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
09-04-2017	124250,56	232554,8	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,902537	0,5024158	2,082295	0,7930657	1,834401	4,967954	4,618754	4,27E+00	1,902537	0,5024158	2,082295	0,7930657	1,834401	0,4675379	9,04E+02	9,82E+02	3,66E+02	4,28E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
10-04-2017	129941,86	237515,9	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,912671	0,5191187	1,999646	0,7310223	1,775547	4,960943	4,59445	4,23E+00	1,912671	0,5191187	1,999646	0,7310223	1,775547	0,4563903	8,93E+02	4,47E+02	3,70E+02	3,93E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
11-04-2017	201426,57	317161,6	      NA	       NA	       NA	340	280	940	180	310	53	39	8	3,7	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,952156	0,457589	2,102601	0,792375	1,8125	4,659507	4,349262	4,11E+00	1,952156	0,457589	2,102601	0,792375	1,8125	0,4821869	9,27E+02	4,71E+02	3,75E+02	3,84E+02	201426	8,2	38	33	3,5	4,8	3	0,8	0,6	0,061
12-04-2017	174987,75	323227,3	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,136209	0,5860832	2,209832	0,8584842	2,131829	4,709023	4,46284	4,18E+00	2,136209	0,5860832	2,209832	0,8584842	2,131829	0,6129502	9,91E+02	3,72E+02	3,68E+02	3,69E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
13-04-2017	198774,99	340225,4	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,866715	0,6047865	1,981486	0,9212987	1,965972	4,693789	4,443077	4,19E+00	1,866715	0,6047865	1,981486	0,9212987	1,965972	0,6453451	1,01E+03	5,40E+02	3,68E+02	3,66E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
14-04-2017	123501,27	238439,5	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,83514	0,5531159	1,86305	0,8743106	1,869365	4,978502	4,62188	4,35E+00	1,83514	0,5531159	1,86305	0,8743106	1,869365	0,5484399	9,98E+02	3,98E+02	3,64E+02	3,68E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
15-04-2017	427093,87	528921,5	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,031513	0,5919273	1,797256	0,8284519	2,056231	3,933323	3,692461	3,51E+00	2,031513	0,5919273	1,797256	0,8284519	2,056231	0,5380952	9,94E+02	6,93E+02	7,29E+02	6,41E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
16-04-2017	168270,78	300693,6	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,820865	0,6694304	1,828656	1,1415094	1,794191	4,60749	4,378764	4,06E+00	1,820865	0,6694304	1,828656	1,1415094	1,794191	0,6025039	9,98E+02	3,83E+02	3,68E+02	3,69E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
17-04-2017	138875,13	250922,7	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,940877	0,626003	1,968421	1,0336676	1,819895	4,90647	4,528696	4,19E+00	1,940877	0,626003	1,968421	1,0336676	1,819895	0,5822305	1,00E+03	3,67E+02	3,66E+02	3,66E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
18-04-2017	141639,59	258884,8	      NA	       NA	       NA	320	270	690	210	280	58	45	7,6	4,8	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,928743	0,6654899	2,025526	1,1843137	1,969748	4,927767	4,451186	4,20E+00	1,928743	0,6654899	2,025526	1,1843137	1,969748	0,6948251	1,01E+03	3,71E+02	3,67E+02	3,71E+02	141640	11	31	26	3	4,2	2	1,1	0,16	0,013
19-04-2017	137970,07	250492	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,963482	0,6186047	2,031489	1,0242945	2,11471	4,835594	4,428954	4,14E+00	1,963482	0,6186047	2,031489	1,0242945	2,11471	0,6395773	1,02E+03	3,74E+02	3,69E+02	4,31E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
20-04-2017	142662,57	253187,1	      NA	       NA	       NA	320	270	1400	200	280	65	49	8,2	4,6	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,900579	0,6234012	2,070066	0,963375	2,031198	4,72894	4,30129	4,10E+00	1,900579	0,6234012	2,070066	0,963375	2,031198	0,6040208	1,02E+03	3,69E+02	3,67E+02	3,65E+02	    NA	7,7	34	28	3	5,4	2,9	1,2	0,2	0,021
21-04-2017	192588,6	316122,8	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,134993	0,5759567	2,204569	0,8450346	2,108997	4,363914	4,013673	3,85E+00	2,134993	0,5759567	2,204569	0,8450346	2,108997	0,5890029	1,02E+03	5,71E+02	4,19E+02	3,86E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
22-04-2017	138358,01	248311,9	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,080305	0,6200586	2,161043	1,0260131	2,085125	4,694012	4,274048	4,04E+00	2,080305	0,6200586	2,161043	1,0260131	2,085125	0,6291541	1,02E+03	3,70E+02	3,65E+02	5,52E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
23-04-2017	134833,47	234644,9	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	1,982687	0,5751836	2,150591	0,8798742	1,992	4,736704	4,188069	3,94E+00	1,982687	0,5751836	2,150591	0,8798742	1,992	0,5557229	1,01E+03	3,67E+02	3,65E+02	6,97E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
24-04-2017	211848,99	342711,8	      NA	       NA	       NA	320	260	630	130	270	49	32	6,5	3,4	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,307277	0,6197924	2,341404	0,8786199	2,282737	4,243293	3,861489	3,64E+00	2,307277	0,6197924	2,341404	0,8786199	2,282737	0,5990335	1,01E+03	6,97E+02	6,31E+02	5,30E+02	    NA	9,4	38	31	4	9,7	7,3	1,4	0,35	0,08
25-04-2017	145325,15	262801,6	      NA	       NA	       NA	    NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	2,027429	0,7406866	2,111523	1,0555556	2,040559	4,768972	4,206121	3,95E+00	2,027429	0,7406866	2,111523	1,0555556	2,040559	0,6532885	1,01E+03	3,68E+02	3,64E+02	3,65E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
